user	item	timestamp	rating	aspects	liked/disliked-aspects	comment
20	929	-2-	3	genre(s): Fantasy, Young Adult, Childrens, Fiction, Middle Grade, Magic, Adventure, Mystery, Juvenile, Time Travel ------ author(s): Jenny Nimmo	genre	nan
18	728	-2-	3	genre(s): Mystery, Fiction, Thriller, Historical, Mystery Thriller, Historical Fiction, Suspense, Crime, Horror, True Crime ------ author(s): Jess Lourey	genre	nan
18	550	-2-	4	genre(s): Mystery, Crime, Detective, India, Cultural, Short Stories, Classics, Fiction, Indian Literature, Asian Literature ------ author(s): Sharadindu Bandyopadhyay, Monimala Dhar	genre, literature	nan
18	45	-2-	3	genre(s): Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Romance, Novels, Crime, Drama, Adult ------ author(s): Sidney Sheldon	genre	nan
18	349	-2-	4	genre(s): Classics, Fiction, Historical Fiction, Literature, France, Cultural, Historical, Novels, French Literature, European Literature ------ author(s): Victor Hugo, Lee Fahnestock, Norman MacAfee	genre, classis, literature	nan
18	320	-2-	4	genre(s): Classics, Fiction, Cultural, Russia, Romance, Historical Fiction, Historical, Literature, Russian Literature, Novels ------ author(s): Leo Tolstoy, Aylmer Maude, Lev Tolstoi, Louise Maude, George Gibian	genre, classic, literature, author	nan
18	68	-2-	1	genre(s): Classics, Fiction, Historical Fiction, School, Academic, Literature, High School, Young Adult, Read For School, Historical ------ author(s): Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym	literature, high school	nan
4	937	-2-	2	genre(s): Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Magic, Young Adult Fantasy, Adventure, Science Fiction Fantasy, Witches ------ author(s): Diana Wynne Jones	Author	nan
4	426	-2-	4	genre(s): Mystery, Fiction, Thriller, Suspense, Mystery Thriller, Contemporary, Business, Amazon, Adult Fiction, Crime ------ author(s): Katie Sise	genre	nan
4	427	-2-	4	genre(s): Mystery, Thriller, Fiction, Mystery Thriller, Audiobook, Suspense, Adult, Contemporary, Adult Fiction, Crime ------ author(s): Ruth Ware	genre	nan
4	563	-2-	2	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Urban Fantasy, Greek Mythology, Magic ------ author(s): Rick Riordan	Author	nan
4	59	-2-	1	genre(s): Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Contemporary, Adult, Adult Fiction, Novels ------ author(s): Stieg Larsson, Reg Keeland	content	nan
4	64	-2-	3	genre(s): Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Contemporary, Cultural, Sweden, Adult ------ author(s): Stieg Larsson, Reg Keeland	genre	nan
24	527	-2-	4	genre(s): Childrens, Fiction, Adventure, Mystery, Classics, Young Adult, Middle Grade, European Literature, British Literature, Juvenile ------ author(s): Enid Blyton	genre	nan
24	528	-2-	4	genre(s): Childrens, Adventure, Fiction, Mystery, Classics, Young Adult, Middle Grade, European Literature, British Literature, Novels ------ author(s): Enid Blyton	genre, content	nan
24	529	-2-	4	genre(s): Childrens, Fiction, Adventure, Mystery, Classics, Young Adult, Middle Grade, Novels, European Literature, British Literature ------ author(s): Enid Blyton	genre	nan
24	936	-2-	5	genre(s): Fantasy, Young Adult, Fiction, Romance, Magic, Middle Grade, Childrens, Adventure, Classics, Young Adult Fantasy ------ author(s): Diana Wynne Jones	genre, author	nan
24	92	-2-	5	genre(s): Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Audiobook, Middle Grade, Classics, Science Fiction Fantasy ------ author(s): J.K. Rowling	genre, author, content	nan
24	170	-2-	5	genre(s): Fantasy, Fiction, Classics, Books About Books, Writing, Literature, Science Fiction Fantasy, Adventure, High Fantasy, Magic ------ author(s): John D. Rateliff, J.R.R. Tolkien	genre, author	nan
17	30	-2-	5	genre(s): Thriller, Fiction, Mystery, Science Fiction, Suspense, Crime, Mystery Thriller, Horror, Medical, Space ------ author(s): Tess Gerritsen	author	nan
17	31	-2-	2	genre(s): Romance, New Adult, Contemporary, Contemporary Romance, Adult, Audiobook, Fiction, Drama, Sociology, Abuse ------ author(s): Brittainy C. Cherry	author	nan
17	419	-2-	4	genre(s): Mystery, Thriller, Fiction, Mystery Thriller, Suspense, Audiobook, Adult, Crime, Adult Fiction, Contemporary ------ author(s): Ruth Ware	genre	nan
17	36	-2-	3	genre(s): Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Crime, Psychological Thriller, Adult, Adult Fiction ------ author(s): A.J. Finn	author	nan
17	426	-2-	4	genre(s): Mystery, Fiction, Thriller, Suspense, Mystery Thriller, Contemporary, Business, Amazon, Adult Fiction, Crime ------ author(s): Katie Sise	genre	nan
17	59	-2-	5	genre(s): Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Contemporary, Adult, Adult Fiction, Novels ------ author(s): Stieg Larsson, Reg Keeland	author	nan
21	856	-2-	4	genre(s): Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Audiobook, Middle Grade, Magic, Literature ------ author(s): L. Frank Baum, W.W. Denslow	genre	Classics, fantasy, fiction
21	384	-2-	4	genre(s): Childrens, Picture Books, Fiction, Classics, Fairy Tales, Fantasy, Media Tie In, Adventure, Princesses, Kids ------ author(s): Walt Disney Company	genre, author	nan
21	495	-2-	3	genre(s): Classics, Fiction, Adventure, Young Adult, Historical, Historical Fiction, Literature, Childrens, School, Academic ------ author(s): Mark Twain, Guy Cardwell, John Seelye	genre	nan
21	926	-2-	4	genre(s): Classics, Fiction, Childrens, Young Adult, Historical Fiction, Middle Grade, Literature, Fantasy, Historical, Audiobook ------ author(s): Frances Hodgson Burnett	genre	nan
21	167	-2-	4	genre(s): Fantasy, Fiction, Young Adult, Plays, Magic, Adventure, Drama, Science Fiction, Time Travel, Childrens ------ author(s): John Tiffany, Jack Thorne, J.K. Rowling	genre, author	nan
21	942	-2-	4	genre(s): Fantasy, Fiction, Childrens, Classics, German Literature, European Literature, Young Adult, Novels, Middle Grade, Literature ------ author(s): Michael Ende	genre	nan
12	143	-2-	3	genre(s): Fiction, Sports, Football, Historical Fiction, Soccer, Novels, Contemporary, British Literature, European Literature, Literature ------ author(s): David Peace	genre and content	nan
12	516	-2-	4	genre(s): Fiction, Literature, Contemporary, Turkish, Novels, Cultural, Asian Literature, Turkish Literature, Nobel Prize, Historical Fiction ------ author(s): Orhan Pamuk, Maureen Freely	genre and content	nan
12	389	-2-	3	genre(s): Classics, Fiction, Historical Fiction, Adventure, France, Cultural, Literature, Historical, French Literature, European Literature ------ author(s): Alexandre Dumas	genre	nan
12	191	-2-	5	genre(s): Fiction, Historical Fiction, War, Audiobook, Contemporary, Literary Fiction, Historical, Book Club, Novels, Adult Fiction ------ author(s): Christy Lefteri	genre and content	amazinngly heart touching
12	320	-2-	3	genre(s): Classics, Fiction, Cultural, Russia, Romance, Historical Fiction, Historical, Literature, Russian Literature, Novels ------ author(s): Leo Tolstoy, Aylmer Maude, Lev Tolstoi, Louise Maude, George Gibian	genre	nan
12	331	-2-	3	genre(s): Fiction, Classics, Historical Fiction, Romance, Magical Realism, Literature, Novels, Spanish Literature, European Literature, Literary Fiction ------ author(s): Gabriel García Márquez	genre	nan
16	798	-2-	2	genre(s): Business, Nonfiction, Entrepreneurship, Buisness, Money, Currency, Finance, Economics, Science, Technology ------ author(s): Russell Brunson, Dan S. Kennedy	content	nan
16	165	-2-	4	genre(s): Nonfiction, History, Science, Philosophy, Audiobook, Anthropology, Sociology, Politics, Technology, Psychology ------ author(s): Yuval Noah Harari	author	nan
16	166	-2-	3	genre(s): Science, Nonfiction, Physics, Philosophy, Popular Science, Astronomy, Audiobook, Religion, History, Space ------ author(s): Stephen Hawking, Leonard Mlodinow	genre	nan
16	938	-2-	1	genre(s): Art, Drawing, Nonfiction, Reference, Art Design, Design, How To, Crafts, Visual Art, Science ------ author(s): Kimon Nicolaides, Mamie Harmon	genre	nan
16	1010	-2-	3	genre(s): Nonfiction, Self Help, Psychology, Personal Development, Audiobook, Leadership, Parenting, Business, Relationships, Spirituality ------ author(s): Brené Brown	genre	nan
16	818	-2-	1	genre(s): Business, Nonfiction, Social Media, Google, Social Science, Science, Technology, Web, Internet, Technical ------ author(s): Perry Marshall, Bryan Todd	genre	nan
25	665	-2-	4	genre(s): Science, Nonfiction, Physics, Astronomy, Audiobook, Philosophy, Space, Popular Science, History, Classics ------ author(s): Stephen Hawking	genre	nan
25	794	-2-	4	genre(s): Self Help, Nonfiction, Personal Development, Productivity, Business, Psychology, Audiobook, Health, Inspirational, Leadership ------ author(s): Hal Elrod	genre	nan
25	672	-2-	4	genre(s): Nonfiction, Self Help, Business, Productivity, Psychology, Personal Development, Audiobook, Leadership, Management, Writing ------ author(s): Cal Newport	genre	nan
25	289	-2-	4	genre(s): Nonfiction, Politics, Economics, Philosophy, History, Business, Sociology, Society, Culture, Science ------ author(s): Paul  Mason	genre	nan
25	674	-2-	4	genre(s): Business, Self Help, Nonfiction, Economics, Finance, Personal Development, Psychology, Money, Currency, Personal Finance ------ author(s): Napoleon Hill, Ben Holden-Crowther	genre	nan
25	676	-2-	4	genre(s): Self Help, Business, Nonfiction, Personal Development, Psychology, Leadership, Productivity, Entrepreneurship, Inspirational, Audiobook ------ author(s): David J. Schwartz	genre	nan
22	164	-2-	4	genre(s): Science, Nonfiction, Physics, History, Astronomy, Philosophy, Classics, Popular Science, Space, Audiobook ------ author(s): Stephen Hawking	genre, auhtor	nan
22	165	-2-	4	genre(s): Nonfiction, History, Science, Philosophy, Audiobook, Anthropology, Sociology, Politics, Technology, Psychology ------ author(s): Yuval Noah Harari	author	nan
22	166	-2-	5	genre(s): Science, Nonfiction, Physics, Philosophy, Popular Science, Astronomy, Audiobook, Religion, History, Space ------ author(s): Stephen Hawking, Leonard Mlodinow	author, genre	nan
22	301	-2-	2	genre(s): Philosophy, History, Nonfiction, Ancient ------ author(s): W.K.C. Guthrie	author, genre	nan
22	440	-2-	1	genre(s): Nonfiction, Business, Productivity, Self Help, Personal Development, Management, Leadership, Psychology, Reference, Audiobook ------ author(s): David    Allen	author, genre, content	leadership
22	953	-2-	1	genre(s): Esoterica, Astrology, Reference, Nonfiction, New Age, Self Help, Spirituality, Occult, Psychology, Divination ------ author(s): Gary Goldschneider, Joost Elffers, Aron Goldschneider	content, author	astrology
13	931	-2-	3	genre(s): Fantasy, Young Adult, Childrens, Middle Grade, Fiction, Magic, Adventure, Juvenile, Mystery, Young Adult Fantasy ------ author(s): Jenny Nimmo	genre	nan
13	932	-2-	4	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Childrens, Magic, Adventure, Juvenile, Young Adult Fantasy, Mystery ------ author(s): Jenny Nimmo	genre	nan
13	933	-2-	3	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Magic, Childrens, Adventure, Juvenile, Young Adult Fantasy, Mystery ------ author(s): Jenny Nimmo	genre	nan
13	934	-2-	3	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Childrens, Magic, Adventure, Juvenile, Young Adult Fantasy, Audiobook ------ author(s): Jenny Nimmo	genre	nan
13	935	-2-	4	genre(s): Fantasy, Young Adult, Middle Grade, Magic, Childrens, Fiction, Adventure, Juvenile, Mystery, Audiobook ------ author(s): Jenny Nimmo	genre	nan
13	936	-2-	3	genre(s): Fantasy, Young Adult, Fiction, Romance, Magic, Middle Grade, Childrens, Adventure, Classics, Young Adult Fantasy ------ author(s): Diana Wynne Jones	author	nan
23	89	-2-	4	genre(s): Fantasy, Young Adult, Fiction, Magic, Childrens, Middle Grade, Adventure, Audiobook, Classics, Science Fiction Fantasy ------ author(s): J.K. Rowling, Mary GrandPré	genre: Children, Fantasy, Adventure	nan
23	563	-2-	3	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Urban Fantasy, Greek Mythology, Magic ------ author(s): Rick Riordan	genre: Children, Adventure, Fantasy	nan
23	567	-2-	3	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Greek Mythology, Urban Fantasy, Young Adult Fantasy ------ author(s): Rick Riordan	genre: Children, Adventure, Fantasy	nan
23	568	-2-	3	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology, Urban Fantasy, Childrens, Young Adult Fantasy ------ author(s): Rick Riordan	genre: Children, Adventure, Fantasy	nan
23	975	-2-	4	genre(s): Classics, Childrens, Fiction, Young Adult, Middle Grade, Fantasy, Humor, Adventure, Juvenile, Swedish Literature ------ author(s): Astrid Lindgren, Florence Lamborn, Louis S. Glanzman	genre: Cildren, Classics, Humor, Adventure	nan
23	976	-2-	4	genre(s): Fantasy, Childrens, Fiction, Classics, Young Adult, Middle Grade, Humor, Adventure, Audiobook, Juvenile ------ author(s): Roald Dahl, Quentin Blake	genre: Children, Fantasy, Classics, Humor	nan
14	410	-2-	4	genre(s): Business, Nonfiction, Self Help, Productivity, Personal Development, Entrepreneurship, Finance, Economics, Audiobook, Psychology ------ author(s): Timothy Ferriss	author,content,genre	nan
14	672	-2-	3	genre(s): Nonfiction, Self Help, Business, Productivity, Psychology, Personal Development, Audiobook, Leadership, Management, Writing ------ author(s): Cal Newport	genre	nan
14	289	-2-	4	genre(s): Nonfiction, Politics, Economics, Philosophy, History, Business, Sociology, Society, Culture, Science ------ author(s): Paul  Mason	content	capitalism ,economic cycles
14	805	-2-	3	genre(s): Business, Nonfiction, Productivity, Buisness, Economics, Self Help, Finance, Audiobook, Entrepreneurship, Personal Development ------ author(s): Perry Marshall	genre	nan
14	806	-2-	3	author(s): T. Harv Eker	content	Business,non-fiction,motivational content
14	295	-2-	1	genre(s): India, Cultural, War, China, Nonfiction, Academic, Politics ------ author(s): Pravin Sawhney, Ghazala Wahab	content	did not like content
5	911	-2-	4	genre(s): Self Help, Nonfiction, Spirituality, Health, Psychology, Personal Development, Inspirational, New Age, Philosophy, Reference ------ author(s): Louise L. Hay	genre	nan
5	786	-2-	3	genre(s): Spirituality, Nonfiction, Self Help, Philosophy, Personal Development ------ author(s): Kamlesh D. Patel, Joshua  Pollock, Varun Soni	genre	nan
5	787	-2-	3	genre(s): Spirituality, Nonfiction, Philosophy ------ author(s): Kamlesh D. Patel	genre	nan
5	150	-2-	5	genre(s): Religion ------ author(s): Allama Muhammad Iqbal	genre	nan
5	663	-2-	5	genre(s): Islam, Nonfiction, Self Help, Religion, Spirituality, Psychology, Inspirational, Philosophy, Personal Development, Faith ------ author(s): Yasmin Mogahed	genre	nan
5	664	-2-	4	genre(s): Self Help, Nonfiction, Business, Personal Development, Psychology, Leadership, Productivity, Management, Audiobook, Philosophy ------ author(s): Stephen R. Covey	genre	nan
6	26	-2-	4	genre(s): Fiction, Classics, Fantasy, Philosophy, Novels, Spirituality, Literature, Self Help, Inspirational, Adventure ------ author(s): Paulo Coelho, Alan R. Clarke, James Noel Smith	genre,author	nan
6	794	-2-	1	genre(s): Self Help, Nonfiction, Personal Development, Productivity, Business, Psychology, Audiobook, Health, Inspirational, Leadership ------ author(s): Hal Elrod	genre	nan
6	672	-2-	3	genre(s): Nonfiction, Self Help, Business, Productivity, Psychology, Personal Development, Audiobook, Leadership, Management, Writing ------ author(s): Cal Newport	content	nan
6	166	-2-	4	genre(s): Science, Nonfiction, Physics, Philosophy, Popular Science, Astronomy, Audiobook, Religion, History, Space ------ author(s): Stephen Hawking, Leonard Mlodinow	genre,author	nan
6	626	-2-	3	genre(s): Nonfiction, History, Philosophy, Science, Politics, Audiobook, Psychology, Sociology, Society, Culture ------ author(s): Yuval Noah Harari	genre,author	nan
6	883	-2-	3	genre(s): Nonfiction, Science, Philosophy, History, Psychology, Politics, Sociology, Economics, Audiobook, Society ------ author(s): Steven Pinker	genre	nan
15	267	-2-	4	genre(s): Classics, Fiction, Historical Fiction, France, Cultural, Literature, French Literature, European Literature, Gothic, Historical ------ author(s): Victor Hugo, Walter J. Cobb	genre, content	nan
15	396	-2-	2	genre(s): Classics, Fiction, Historical Fiction, Literature, Historical, Novels, School, Academic, Classic Literature, 19th Century ------ author(s): Charles Dickens, Richard Maxwell	genre	historical
15	540	-2-	3	genre(s): Fiction, India, Cultural, Historical Fiction, Classics, Indian Literature, Asian Literature, Pakistan, Historical, Novels ------ author(s): Khushwant Singh, راتب جبر	genre	nan
15	546	-2-	3	genre(s): Classics, Fiction, India, Cultural, Historical Fiction, Literature, Novels, British Literature, European Literature, 20th Century ------ author(s): E.M. Forster, Oliver Stallybrass, Pankaj Mishra	genre	nan
15	949	-2-	3	genre(s): Classics, Fiction, Childrens, France, Cultural, French Literature, European Literature, Literature, Novels, Adventure ------ author(s): Hector Malot, Florence Crewe-Jones, افسون مهدویان, حسین بکائی	genre	nan
15	328	-2-	3	genre(s): Classics, Fiction, Cultural, China, Literature, Asia, Historical Fiction, Historical, Chinese Literature, Romance ------ author(s): Cao Xueqin, Chi-chen Wang, Mark Van Doren	genre	nan
19	283	-2-	1	genre(s): Philosophy, Politics, History, Nonfiction, Cultural, Political Science, Russia, Economics, Religion, 20th Century ------ author(s): Bertrand Russell	content	nan
19	668	-2-	5	genre(s): Self Help, Nonfiction, Spirituality, Philosophy, Psychology, Personal Development, Audiobook, Religion, Inspirational, Unfinished ------ author(s): Eckhart Tolle	Genre	nan
19	669	-2-	5	genre(s): Philosophy, Nonfiction, Classics, History, Self Help, Psychology, Personal Development, Spirituality, Leadership, Literature ------ author(s): Marcus Aurelius, Martin Hammond, Albert Wittstock, Simone Mooij-Valk, Diskin Clay	Genre,Content	nan
19	927	-2-	2	genre(s): Psychology, Philosophy, Nonfiction, Sociology, Politics, History, Classics, Psychoanalysis, German Literature, European Literature ------ author(s): Erich Fromm	content,genre	nan
19	163	-2-	3	genre(s): Philosophy, Nonfiction ------ author(s): Roberta Sparrow	content	nan
19	676	-2-	5	genre(s): Self Help, Business, Nonfiction, Personal Development, Psychology, Leadership, Productivity, Entrepreneurship, Inspirational, Audiobook ------ author(s): David J. Schwartz	self help,genre	nan
10	33	-2-	4	genre(s): Mystery, Fiction, Crime, Classics, Mystery Thriller, Detective, British Literature, European Literature, Murder Mystery, Audiobook ------ author(s): Agatha Christie	genre	Mystery
10	550	-2-	3	genre(s): Mystery, Crime, Detective, India, Cultural, Short Stories, Classics, Fiction, Indian Literature, Asian Literature ------ author(s): Sharadindu Bandyopadhyay, Monimala Dhar	author	Mystery
10	45	-2-	2	genre(s): Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Romance, Novels, Crime, Drama, Adult ------ author(s): Sidney Sheldon	content	Thriller
10	201	-2-	4	genre(s): Fiction, Mystery, Thriller, Crime, Suspense, Legal Thriller, Mystery Thriller, Drama, Novels, Law ------ author(s): John Grisham	genre	Fiction
10	572	-2-	4	genre(s): Fiction, Thriller, Mystery, Suspense, Mystery Thriller, Adventure, Crime, Novels, Science Fiction, Action ------ author(s): Dan Brown	author	Suspense
10	190	-2-	3	genre(s): Mystery, Thriller, Fiction, Mystery Thriller, Crime, Suspense, Legal Thriller, Novels, Contemporary, Drama ------ author(s): Victor Methos	content	Thriller
1	69	-2-	4	genre(s): Young Adult, Fantasy, Romance, Vampires, Fiction, Paranormal, Paranormal Romance, Supernatural, Teen, Urban Fantasy ------ author(s): Stephenie Meyer	Genre,Author	nan
1	325	-2-	3	genre(s): Science Fiction, Fiction, Cultural, China, Science Fiction Fantasy, Audiobook, Fantasy, Aliens, Novels, Speculative Fiction ------ author(s): Liu Cixin, Ken Liu	Genre,Author	nan
1	174	-2-	4	genre(s): Fantasy, Fiction, Science Fiction Fantasy, Adventure, Novels, Dragons, Science Fiction, Epic Fantasy, Epic, Adult ------ author(s): George R.R. Martin	Genre,Author	nan
1	559	-2-	3	genre(s): Fiction, Indian Literature, Asian Literature, India, Cultural, Romance, Novels, Contemporary, Drama, Young Adult ------ author(s): Chetan Bhagat	Genre,Author	nan
1	313	-2-	4	genre(s): Science Fiction, Fiction, Cultural, China, Science Fiction Fantasy, Audiobook, Fantasy, Space, Aliens, Space Opera ------ author(s): Liu Cixin, Ken Liu	Genre,Author	nan
1	58	-2-	4	genre(s): Fantasy, Young Adult, Romance, Paranormal, Vampires, Fiction, Audiobook, Paranormal Romance, Supernatural, Urban Fantasy ------ author(s): Stephenie Meyer	Genre	nan
9	673	-2-	4	genre(s): Business, Biography, Nonfiction, Memoir, Sports, Audiobook, Autobiography, Entrepreneurship, Biography Memoir, Leadership ------ author(s): Phil Knight	author	content,author
9	603	-2-	3	genre(s): Business, Nonfiction, Management, Leadership, Biography, Entrepreneurship, Cultural, Science, Technology, Buisness ------ author(s): Reed Hastings, Erin Meyer	genre,content	nan
9	293	-2-	4	genre(s): Science, Nonfiction, Biography, Physics, Memoir, Autobiography, Humor, History, Biography Memoir, Audiobook ------ author(s): Richard P. Feynman	content	nan
9	680	-2-	3	genre(s): Business, Entrepreneurship, Nonfiction, Science, Technology, Biography, Management, Programming, Computer Science, History ------ author(s): Jessica Livingston	content	Entrepreneurship
9	686	-2-	1	genre(s): Biography, Nonfiction, Sports, Autobiography, Memoir, Biography Memoir, Religion, Islam, Cultural, African American ------ author(s): Muhammad Ali	content	nan
9	649	-2-	1	genre(s): Nonfiction, Memoir, Psychology, Mental Health, Health, Mental Illness, Biography, Biography Memoir, Autobiography, Classics ------ author(s): Susanna Kaysen	content	nan
11	152	-2-	2	genre(s): Fiction, India, Cultural, Short Stories, Classics, Indian Literature, Asian Literature, Literature, Asia, Humor ------ author(s): R.K. Narayan, Jhumpa Lahiri	content	nan
11	540	-2-	2	genre(s): Fiction, India, Cultural, Historical Fiction, Classics, Indian Literature, Asian Literature, Pakistan, Historical, Novels ------ author(s): Khushwant Singh, راتب جبر	genre	nan
11	161	-2-	1	genre(s): Poetry, Classics, Fiction ------ author(s): William Ernest Henley	genre	I dont like poems
11	546	-2-	3	genre(s): Classics, Fiction, India, Cultural, Historical Fiction, Literature, Novels, British Literature, European Literature, 20th Century ------ author(s): E.M. Forster, Oliver Stallybrass, Pankaj Mishra	content	nan
11	810	-2-	5	author(s): Charles Dickens	author	nan
11	221	-2-	5	genre(s): Classics, Fiction, Literature, Novels, American, School, Academic, Adventure, Classic Literature, Literary Fiction ------ author(s): Ernest Hemingway	author	nan
7	522	-2-	5	genre(s): Classics, Fiction, German Literature, European Literature, Historical Fiction, War, Cultural, Germany, Literature, Novels ------ author(s): Erich Maria Remarque, Arthur Wesley Wheen	genre	nan
7	267	-2-	5	genre(s): Classics, Fiction, Historical Fiction, France, Cultural, Literature, French Literature, European Literature, Gothic, Historical ------ author(s): Victor Hugo, Walter J. Cobb	genre	nan
7	396	-2-	4	genre(s): Classics, Fiction, Historical Fiction, Literature, Historical, Novels, School, Academic, Classic Literature, 19th Century ------ author(s): Charles Dickens, Richard Maxwell	genre	nan
7	5	-2-	4	genre(s): Classics, Fiction, Literature, Novels, Cultural, Russia, Romance, Russian Literature, Literary Fiction, 20th Century ------ author(s): Vladimir Nabokov, Craig Raine	genre	nan
7	540	-2-	3	genre(s): Fiction, India, Cultural, Historical Fiction, Classics, Indian Literature, Asian Literature, Pakistan, Historical, Novels ------ author(s): Khushwant Singh, راتب جبر	genre	nan
7	645	-2-	4	genre(s): Plays, Classics, Drama, Fiction, School, Academic, Theatre, American, Read For School, Literature ------ author(s): Tennessee Williams	genre	nan
3	669	-2-	3	genre(s): Philosophy, Nonfiction, Classics, History, Self Help, Psychology, Personal Development, Spirituality, Leadership, Literature ------ author(s): Marcus Aurelius, Martin Hammond, Albert Wittstock, Simone Mooij-Valk, Diskin Clay	author	nan
3	287	-2-	3	genre(s): Philosophy, Islam, History, Religion ------ author(s): Majid Fakhry	genre	nan
3	674	-2-	1	genre(s): Business, Self Help, Nonfiction, Economics, Finance, Personal Development, Psychology, Money, Currency, Personal Finance ------ author(s): Napoleon Hill, Ben Holden-Crowther	genre	nan
3	803	-2-	1	genre(s): Business, Nonfiction, Self Help, Personal Development, Psychology, Leadership, Productivity, Entrepreneurship, Buisness, Philosophy ------ author(s): Seth Godin	genre	nan
3	677	-2-	1	genre(s): Self Help, Nonfiction, Psychology, Personal Development, Business, Philosophy, Audiobook, Leadership, Inspirational, Health ------ author(s): Dale Carnegie	genre	nan
3	678	-2-	1	genre(s): Self Help, Nonfiction, Philosophy, Personal Development, Psychology, Classics, Spirituality, Business, Inspirational, Leadership ------ author(s): James Allen	genre	nan
2	22	-2-	4	genre(s): Young Adult, Romance, Fantasy, Paranormal, Aliens, Science Fiction, Paranormal Romance, Urban Fantasy, Fiction, Supernatural ------ author(s): Jennifer L. Armentrout	genre	nan
2	27	-2-	4	genre(s): Paranormal, Angels, Fantasy, Young Adult, Romance, Paranormal Romance, New Adult, Supernatural, Academic, College ------ author(s): Amy A. Bartol	author	nan
2	28	-2-	5	genre(s): Fantasy, Dragons, Romance, Young Adult, Magic, Paranormal, Shapeshifters, Fiction, Supernatural, New Adult ------ author(s): Adrienne Woods	content	nan
2	29	-2-	4	genre(s): Dragons, Fantasy, Young Adult, Romance, Magic, Paranormal, Shapeshifters, School Stories, Boarding School, Supernatural ------ author(s): Adrienne Woods	genre	nan
2	926	-2-	3	genre(s): Classics, Fiction, Childrens, Young Adult, Historical Fiction, Middle Grade, Literature, Fantasy, Historical, Audiobook ------ author(s): Frances Hodgson Burnett	genre	nan
2	550	-2-	2	genre(s): Mystery, Crime, Detective, India, Cultural, Short Stories, Classics, Fiction, Indian Literature, Asian Literature ------ author(s): Sharadindu Bandyopadhyay, Monimala Dhar	content	nan
8	943	-2-	2	genre(s): Classics, Fiction, Childrens, Fantasy, Animals, Young Adult, Adventure, Literature, Middle Grade, Audiobook ------ author(s): Kenneth Grahame, Gillian Avery	Genre	nan
8	563	-2-	4	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Urban Fantasy, Greek Mythology, Magic ------ author(s): Rick Riordan	Genre	nan
8	564	-2-	3	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Greek Mythology, Urban Fantasy, Magic ------ author(s): Rick Riordan	Author	nan
8	567	-2-	1	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Greek Mythology, Urban Fantasy, Young Adult Fantasy ------ author(s): Rick Riordan	Content	nan
8	568	-2-	1	genre(s): Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Greek Mythology, Urban Fantasy, Childrens, Young Adult Fantasy ------ author(s): Rick Riordan	Content	nan
8	954	-2-	4	genre(s): Classics, Fantasy, Fiction, Childrens, Fairy Tales, Short Stories, Literature, Folklore, Mythology, Young Adult ------ author(s): Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter	Genre	nan
20	930	-2-	3	genre(s): Fantasy, Young Adult, Childrens, Fiction, Middle Grade, Magic, Adventure, Juvenile, Mystery, Young Adult Fantasy ------ author(s): Jenny Nimmo	genre	nan
20	931	-2-	3	genre(s): Fantasy, Young Adult, Childrens, Middle Grade, Fiction, Magic, Adventure, Juvenile, Mystery, Young Adult Fantasy ------ author(s): Jenny Nimmo	genre	nan
20	932	-2-	3	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Childrens, Magic, Adventure, Juvenile, Young Adult Fantasy, Mystery ------ author(s): Jenny Nimmo	genre	nan
20	933	-2-	3	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Magic, Childrens, Adventure, Juvenile, Young Adult Fantasy, Mystery ------ author(s): Jenny Nimmo	genre	nan
20	934	-2-	3	genre(s): Fantasy, Young Adult, Middle Grade, Fiction, Childrens, Magic, Adventure, Juvenile, Young Adult Fantasy, Audiobook ------ author(s): Jenny Nimmo	genre	nan
