book_link	book_description
https://www.goodreads.com/book/show/4025275	This book is a confession, a document and a record of people&apos;s memory. More than 200 women speak in it, describing how young girls, who dreamed of becoming brides, became soldiers in 1941. More than 500,000 Soviet women participated on a par with men in the Second World War, the most terrible war of the 20th century. Women not only rescued and bandaged the wounded but also
https://www.goodreads.com/book/show/222078	This text is the 16th revised and updated edition of this introduction to art, from the earliest cave paintings to experimental art. Eight new artists from the modern period have been introduced. They are: Corot, Kollwitz, Nolde, de Chirico, Brancussi, Magritte, Nicolson and Morandi. A sequence of new endings have been added, and the captions are now fuller, including the
https://www.goodreads.com/book/show/21686	The year is 1954. U.S. Marshal Teddy Daniels and his new partner, Chuck Aule, have come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to investigate the disappearance of a patient. Multiple murderess Rachel Solando is loose somewhere on this remote and barren island, despite having been kept in a locked cell under constant surveillance. As a kil
https://www.goodreads.com/book/show/15843041	In Seth Godin’s most inspiring book yet, he challenges readers to find the courage to treat their work as a form of art. Everyone knows that Icarus’s father made him wings and told him not to fly too close to the sun. But he ignored that warning and plunged to his doom. We’ve retold this myth, and many others like it, to generations of kids. All these stories have the same
https://www.goodreads.com/book/show/24178	This beloved book by E. B. White, author of Stuart Little and The Trumpet of the Swan, is a classic of children&apos;s literature that is "just about perfect." This high-quality paperback features vibrant illustrations colorized by Rosemary Wells!Some Pig. Humble. Radiant. These are the words in Charlotte&apos;s Web, high up in Zuckerman&apos;s barn. Charlotte&apos;s spiderweb tells of her fe
https://www.goodreads.com/book/show/45885644	The secrets lurking in a rundown roadside motel ensnare a young woman, just as they did her aunt thirty-five years before, in this new atmospheric suspense novel from the national bestselling and award-winning author of The Broken Girls.Upstate NY, 1982. Every small town like Fell, New York, has a place like the Sun Down Motel. Some customers are from out of town, passing
https://www.goodreads.com/book/show/45195	When Adela Quested and her elderly companion Mrs Moore arrive in the Indian town of Chandrapore, they quickly feel trapped by its insular and prejudiced &apos;Anglo-Indian&apos; community. Determined to escape the parochial English enclave and explore the &apos;real India&apos;, they seek the guidance of the charming and mercurial Dr Aziz, a cultivated Indian Muslim. But a mysterious incident
https://www.goodreads.com/book/show/40109367	In her #1 NYT bestsellers, Brené Brown taught us what it means to dare greatly, rise strong and brave the wilderness. Now, based on new research conducted with leaders, change makers and culture shifters, she’s showing us how to put those ideas into practice so we can step up and lead. Leadership is not about titles, status and power over people. Leaders are people who hol
https://www.goodreads.com/book/show/429138	For Tanus, the fair-haired young lion of a warrior, the gods have decreed that he will lead Egypt&apos;s army in a bold attempt to reunite the Kingdom&apos;s shared halves. But Tanus will have to defy the same gods to attain the reward they have forbidden him, an object more prized than battle&apos;s glory: possession of the Lady Lostris, a rare beauty with skin the color of oiled ceder-
https://www.goodreads.com/book/show/28186	The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan&apos;s amazing young readers series. Starring Percy Jackson, a "half blood" whose mother is human and whose father is the God of the Sea, Riordan&apos;s series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with
https://www.goodreads.com/book/show/35112391	George R. R. Martin’s A Song of Ice and Fire saga continues in the official comic book adaptation by Dynamite Entertainment! Following the events of A Game of Thrones, Westeros is embroiled in civil war, while Daenerys Targaryen -- as heir to the Targaryen dynasty, seeks to reclaim the Iron Throne. Arya, with the help of Yoren, a brother of the Night’s Watch, has escaped f
https://www.goodreads.com/book/show/141526	Opening with the exotic Lady Death entering the gumshoe-writer&apos;s seedy office in pursuit of a writer named Celine, this novel demonstrates Bukowski&apos;s own brand of humour and realism, opening up a landscape of seamy Los Angeles.
https://www.goodreads.com/book/show/152380	By P.L. Travers, the author featured in the major motion picture, Saving Mr. Banks. From the moment Mary Poppins arrives at Number Seventeen Cherry-Tree Lane, everyday life at the Banks house is forever changed. It all starts when Mary Poppins is blown by the east wind onto the doorstep of the Banks house. She becomes a most unusual nanny to Jane, Michael, and the twins. W
https://www.goodreads.com/book/show/52585195	From the #1 best-selling author of The Alchemist comes an inspiring story about a young man seeking wisdom from an elder, and the practical lessons imparted along the way.In The Archer we meet Tetsuya, a man once famous for his prodigious gift with a bow and arrow but who has since retired from public life, and the boy who comes searching for him. The boy has many question
https://www.goodreads.com/book/show/1471284	With an Introduction and Notes by Dr T.C.B.Cook Count Leo Tolstoy (1828-1910) is best known for War and Peace and Anna Karenina, commonly regarded as amongst the greatest novels ever written. He also, however, wrote many masterly short stories, and this volume contains four of the longest and best in distinguished translations that have stood the test of time. In the early
https://www.goodreads.com/book/show/55130289	Is it really possible to be friends with your ex? Sam and Lauren try to work things out while Jack dives deeper into dating apps, which brings more surprises from his past than he expected. Meanwhile, Lauren’s band Nipslip gets an offer they simply can’t refuse. You won&apos;t wanna miss this oversized, joyously melodramatic issue, including a bonus, Jack-centric side quest!
https://www.goodreads.com/book/show/51169341	After the first season of her true crime podcast became an overnight sensation and set an innocent man free, Rachel Krall is now a household name―and the last hope for thousands of people seeking justice. But she’s used to being recognized for her voice, not her face. Which makes it all the more unsettling when she finds a note on her car windshield, addressed to her, begg
https://www.goodreads.com/book/show/38526454	"My new favorite book of all time." --Bill Gates "A terrific book...[Pinker] recounts the progress across a broad array of metrics, from health to wars, the environment to happiness, equal rights to quality of life." --The New York TimesThe follow-up to Pinker&apos;s groundbreaking The Better Angels of Our Nature presents the big picture of human progress: people are living lon
https://www.goodreads.com/book/show/115130	Toby Temple is a superstar, the world&apos;s funniest man. He gets any woman that he wants, but under the superstar image is a lonely man. Jill Castle is a sensuous starlet. She has a dark and mysterious past and has an ambition even greater than Toby&apos;s. Together they rule Hollywood.
https://www.goodreads.com/book/show/106069	Taking place during Batman&apos;s early days of crime fighting, this new edition of the classic mystery tells the story of a mysterious killer who murders his prey only on holidays. Working with District Attorney Harvey Dent and Lieutenant James Gordon, Batman races against the clock as he tries to discover who Holiday is before he claims his next victim each month. A mystery t
https://www.goodreads.com/book/show/78983	Born on the same day near the turn of the century on opposite sides of the world, both men are brought together by fate and the quest of a dream. These two men -- ambitious, powerful, ruthless -- are locked in a relentless struggle to build an empire, fuelled by their all-consuming hatred. Over 60 years and three generations, through war, marriage, fortune, and disaster, K
https://www.goodreads.com/book/show/34466963	Neuroscientist and sleep expert Matthew Walker provides a revolutionary exploration of sleep, examining how it affects every aspect of our physical and mental well-being. Charting the most cutting-edge scientific breakthroughs, and marshalling his decades of research and clinical practice, Walker explains how we can harness sleep to improve learning, mood and energy levels
https://www.goodreads.com/book/show/8516889	The Richest Man in Babylon is Geroge S. Clason&apos;s classic financial and motivational guide that has lead generations to personal and monetary success. Invaluable lessons of finance are relayed through legendary tales set in ancient Babylon. Learn how to acquire money, keep it, and put it to work to make more money for you. It&apos;s one of the bestselling financial books of all
https://www.goodreads.com/book/show/8444621	Linguistics has long shied away from claiming any link between a language and the culture of its speakers. But now, acclaimed linguist Guy Deutscher has dared to reopen the issue. Can culture influence language —and vice versa? Can different languages lead their speakers to different thoughts? Could our experience of the world depend on whether our language has a word for
https://www.goodreads.com/book/show/9547888	Is there a science to love?  In this groundbreaking book, psychiatrist and neuroscientist Amir Levine and psychologist Rachel S. F. Heller reveal how an understanding of attachment theory-the most advanced relationship science in existence today-can help us find and sustain love. Attachment theory forms the basis for many bestselling books on the parent/child relationship,
https://www.goodreads.com/book/show/3106863	In a world that is constantly changing, God?&apos;s Word remains the standardby which we must judge all human actions and lifestyles. In Does God LoveMichael?&apos;s Two Daddies?, Seth and Sara learn that God loves all people, eventhose who are disobeying Him. But they also learn that the only way to havea relationship with God is to stop sinning and turn to JesusFor the last 15 yea
https://www.goodreads.com/book/show/10612	"I am coming to understand that Roland&apos;s world actually contains all the others of my making" Stephen KingWith those words, from The Dark Tower: IV Wizard and Glass, the world&apos;s most popular writer confirmed a suspicion long held by readersthat the myriad worlds and universes King has created are, in reality, one world, one universe.Here, for the first time ever is the g
https://www.goodreads.com/book/show/22917	Originally titled Children’s and Household Tales, The Complete Grimm’s Fairy Tales contains the essential bedtime stories for children worldwide for the better part of two centuries. The Brothers Grimm, Jacob and Wilhelm, were German linguists and cultural researchers who gathered legendary folklore and aimed to collect the stories exactly as they heard them. 2012 marked t
https://www.goodreads.com/book/show/32867045	Steven Gerrard: Captain Fantastic tells of how a young boy from Merseyside overcame personal tragedy in the Hillsborough disaster to make his dream of playing for Liverpool FC come true. But that boy was no ordinary footballer; he would go on to captain his club for over a decade, inspiring their legendary Champions League FA Cup wins along the way. This is the story of St
https://www.goodreads.com/book/show/25619480	Mindful Eating with Delicious Raw Vegan Recipes is designed with the best Alchemy of Love Mindful Eating Exercises and a collection of Delicious Raw Vegan Recipes that aim to inspire you to eat mindfully fresh, uncooked fruits and veggies every day. Our experienced and well-known vegan chef Olivera Rosic adores experimenting and creating the most appetizing vegan dishes, d
https://www.goodreads.com/book/show/10614	Alternate cover editions here and here.Paul Sheldon. He&apos;s a bestselling novelist who has finally met his biggest fan. Her name is Annie Wilkes and she is more than a rabid reader - she is Paul&apos;s nurse, tending his shattered body after an automobile accident. But she is also his captor, keeping him prisoner in her isolated house.
https://www.goodreads.com/book/show/17902	From the moment that Gjorg&apos;s brother is killed by a neighbour, his own life is forfeit: for the code of Kanun requires Gjorg to kill his brother&apos;s murderer and then in turn be hunted down. After shooting his brother&apos;s killer, young Gjorg is entitled to thirty days&apos; grace - not enough to see out the month of April.Then a visiting honeymoon couple cross the path of the fugit
https://www.goodreads.com/book/show/50998942	*Named a Best Business Book of 2020 by Fortune and Bloomberg*Full of empowering wisdom from one of Silicon Valley&apos;s first female African American CEOs, this inspiring leadership book offers a blueprint for how to achieve your personal and professional goals.Shellye Archambeau recounts how she overcame the challenges she faced as a young black woman, wife, and mother, manag
https://www.goodreads.com/book/show/49247317	Isabel Lincoln is gone.But is she missing?It&apos;s up to Grayson Sykes to find her. Although she is reluctant to track down a woman who may not want to be found, Gray&apos;s search for Isabel Lincoln becomes more complicated and dangerous with every new revelation about the woman&apos;s secrets and the truth she&apos;s hidden from her friends and family.Featuring two complicated women in a d
https://www.goodreads.com/book/show/2203	The enthralling, often surprising story of John Adams, one of the most important and fascinating Americans who ever lived.In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- "the colossus of independence," as Thomas Jefferson called him -
https://www.goodreads.com/book/show/30659	Written in Greek by the only Roman emperor who was also a philosopher, without any intention of publication, the Meditations of Marcus Aurelius offer a remarkable series of challenging spiritual reflections and exercises developed as the emperor struggled to understand himself and make sense of the universe. While the Meditations were composed to provide personal consolati
https://www.goodreads.com/book/show/14714336	Sun Wu Kong, punished by Buddha centuries before, has spent five hundred years buried under Five-Finger Mountain when he encounters San Zang, a priest headed west in search of Buddhist scriptures. On the Goddess of Mercy&apos;s instructions, Wu Kong frees himself and assists the priest on a journey to the west that will be fraught with peril. But San Zang soon learns that troub
https://www.goodreads.com/book/show/4645	The ideal introduction to the genius of Ernest Hemingway, The Snows of Kilimanjaro and Other Stories contains ten of Hemingway&apos;s most acclaimed and popular works of short fiction. Selected from Winner Take Nothing, Men Without Women, and The Fifth Column and the First Forty-Nine Stories, this collection includes "The Killers," the first of Hemingway&apos;s mature stories to be
https://www.goodreads.com/book/show/40961427	Among the seminal texts of the 20th century, Nineteen Eighty-Four is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell&apos;s nightmarish vision of a totalitarian, bureaucratic world and one poor stiff&apos;s attempt to find individuality. The brilliance of the novel is Orwell&apos;s pre
https://www.goodreads.com/book/show/1141601	Based on years of counseling, psychologists Jane B. Burka and Lenora M. Yuen offer a probing, sensitive, and sometimes humorous look at the problem that troubles everyone. Revealing the reasons we put off tasks-fears of failure, success, control, separation, and attachment-the authors outline a practical, tested program to overcome procrastination. Candid and understanding
https://www.goodreads.com/book/show/25899336	For readers of Atul Gawande, Andrew Solomon, and Anne Lamott, a profoundly moving, exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question &apos;What makes a life worth living?&apos;At the age of thirty-six, on the verge of completing a decade&apos;s worth of training as a neurosurgeon, Paul Kalanithi was diagnosed wi
https://www.goodreads.com/book/show/18915220	Should the human race voluntarily put an end to its existence? Do we even know what it means to be human? And what if we are nothing like we suppose ourselves to be? In this challenging philosophical work, celebrated supernatural writer Thomas Ligotti broaches these and other issues in an unflinching and penetrating manner that brings to mind some of his own imperishable h
https://www.goodreads.com/book/show/44600621	Ali Wong&apos;s heartfelt and hilarious letters to her daughters (the two she put to work while they were still in utero), covering everything they need to know in life, like the unpleasant details of dating, how to be a working mom in a male-dominated profession, and how she trapped their dad.In her hit Netflix comedy special Baby Cobra, an eight-month pregnant Ali Wong resona
https://www.goodreads.com/book/show/2854962	When Charlie is trapped in a magical painting he must battle an evil count thirsty for revenge. Will he be able to save himself and his friends? Find out in Book 7 of Jenny Nimmo&apos;s bestselling series!The enchanter Count Harken is back to take his revenge on the Red King&apos;s heirs, starting with Charlie Bone&apos;s family! Charlie&apos;s ancestor has been kidnapped and imprisoned in th
https://www.goodreads.com/book/show/11395597	Witty, acute, fierce, and celebratory, Why Be Happy When You Could Be Normal? is a tough-minded search for belonging, for love, identity, home, and a mother.Jeanette Winterson&apos;s novels have established her as a major figure in world literature. She has written some of the most admired books of the past few decades, including her internationally bestselling first novel, Ora
https://www.goodreads.com/book/show/8852	One night on the heath, the brave and respected general Macbeth encounters three witches who foretell that he will become king of Scotland. At first sceptical, he’s urged on by the ruthless, single-minded ambitions of Lady Macbeth, who suffers none of her husband’s doubt. But seeing the prophecy through to the bloody end leads them both spiralling into paranoia, tyranny, m
https://www.goodreads.com/book/show/693771	The book examines why, given all our skills, resources and talents, we, so obviously capable of being the best, settle so often for the worst. What is it that we as a nation are missing? At the heart of the book is the belief that the people of a nation have the power, by dint od hard work, to realize their dream of a truly good life. Lalam takes up different issues and th
https://www.goodreads.com/book/show/28763485	Natasha: I’m a girl who believes in science and facts. Not fate. Not destiny. Or dreams that will never come true. I’m definitely not the kind of girl who meets a cute boy on a crowded New York City street and falls in love with him. Not when my family is twelve hours away from being deported to Jamaica. Falling in love with him won’t be my story.Daniel: I’ve always been t
https://www.goodreads.com/book/show/17899948	Last night I dreamt I went to Manderley again . . .The novel begins in Monte Carlo, where our heroine is swept off her feet by the dashing widower Maxim de Winter and his sudden proposal of marriage. Orphaned and working as a lady&apos;s maid, she can barely believe her luck. It is only when they arrive at his massive country estate that she realizes how large a shadow his late
https://www.goodreads.com/book/show/143534	One dollar and eighty-seven cents is all the money Della has in the world to buy her beloved a Christmas present. She has nothing to sell except her only treasure--her long, beautiful brown hair. Set in New York at the turn of the twentieth century, this classic piece of American literature tells the story of a young couple and the sacrifices each must make to buy the othe
https://www.goodreads.com/book/show/34268	Peter Pan by J. M. Barrie Peter Pan, the mischievous boy who refuses to grow up, lands in the Darling&apos;s proper middle-class home to look for his shadow. He befriends Wendy, John and Michael and teaches them to fly (with a little help from fairy dust). He and Tinker Bell whisk them off to Never-land where they encounter the Red Indians, the Little Lost Boys, pirates and the
https://www.goodreads.com/book/show/10883	Benjamin Franklin is the Founding Father who winks at us. An ambitious urban entrepreneur who rose up the social ladder, from leather-aproned shopkeeper to dining with kings, he seems made of flesh rather than of marble. In bestselling author Walter Isaacson&apos;s vivid and witty full-scale biography, we discover why Franklin seems to turn to us from history&apos;s stage with eyes
https://www.goodreads.com/book/show/19886324	Two briefcases exchanged on a train. A priceless manuscript. An ambush in a dark alley... A prosperous gentleman employs Feluda to recover his blue briefcase, which has got switched with another passenger&apos;s on the Kalka Mail. What starts out as an innocuous case soon becomes one of Feluda&apos;s most thrilling adventures. Feluda, Topshe and Jatayu set off for Simla in search of
https://www.goodreads.com/book/show/371220	Fast-moving and accessible, each story in this series is a shortened, illustrated version of the classic novel, which loses none of the strength and flavour of the original. Each book also contains biographical details of the original author, and a glossary of unusual words and activity suggestions.
https://www.goodreads.com/book/show/10884	Einstein was a rebel and nonconformist from boyhood days, and these character traits drove both his life and his science. In this narrative, Walter Isaacson explains how his mind worked and the mysteries of the universe that he discovered.
https://www.goodreads.com/book/show/1170	
https://www.goodreads.com/book/show/109307	Opening in Calcutta in the 1960s, Amitav Ghosh&apos;s radiant second novel follows two families—one English, one Bengali—as their lives intertwine in tragic and comic ways. The narrator, Indian born and English educated, traces events back and forth in time, from the outbreak of World War II to the late twentieth century, through years of Bengali partition and violence, observi
https://www.goodreads.com/book/show/13206900	Princess Winter is admired for her grace, kindness and beauty, despite the scars on her face. She&apos;s said to be even more breath-taking than her stepmother, Queen Levana...When Winter develops feelings for the handsome palace guard, Jacin, she fears the evil Queen will crush their romance before it has a chance to begin.But there are stirrings against the Queen across the l
https://www.goodreads.com/book/show/3763	"Her hair was black and fell to her shoulders. She had high cheekbones and a sensual mouth, and wore a dress of white silk. Her eyes were blue, alight and disdainful, but, as they gazed into his with a touch of humour, Bond realized that they contained a message. Solitaire watched his eyes on her and nonchalantly drew her forearms together so that the valley between her br
https://www.goodreads.com/book/show/50358133	A deeply personal work about hope and identity in a nation coming apart at the seams, Homeland Elegies  blends fact and fiction to tell an epic story of belonging and dispossession in the world that 9/11 made. Part family drama, part social essay, part picaresque adventure -- at its heart, it is the story of a father, a son, and the country they both call home.Akhtar forge
https://www.goodreads.com/book/show/23807	Hannibal Lecter. The ultimate villain of modern fiction. Read the five-million-copy bestseller that scared the world silent. The Silence of the Lambs. A young FBI trainee. An evil genius locked away for unspeakable crimes. A plunge into the darkest chambers of a psychopath&apos;s mind--in the deadly search for a serial killer. - back cover
https://www.goodreads.com/book/show/29214869	LEARN TO SPEED READ - QUICK AND EASY!!! This book is PERFECT for students of ALL ages!!! Today only, get this AWESOME eBook for just $2.99. Regularly pricedat $4.99. Read on your PC, Mac, smart phone, tablet or Kindle device.You’re about to discover the secrets of speed reading, and how the benefits of learning this amazing skill can CHANGE YOUR LIFE and make you 10x MORE
https://www.goodreads.com/book/show/48678117	A groundbreaking thriller about a vigilante on a Native American reservation who embarks on a dangerous mission to track down the source of a heroin influx. Virgil Wounded Horse is the local enforcer on the Rosebud Indian Reservation in South Dakota.  When justice is denied by the American legal system or the tribal council, Virgil is hired to deliver his own punishment, t
https://www.goodreads.com/book/show/1602264	
https://www.goodreads.com/book/show/3227063	From New York Times Bestselling author Brent Weeks... For Durzo Blint, assassination is an art-and he is the city&apos;s most accomplished artist. For Azoth, survival is precarious. Something you never take for granted. As a guild rat, he&apos;s grown up in the slums, and learned to judge people quickly - and to take risks. Risks like apprenticing himself to Durzo Blint.But to be ac
https://www.goodreads.com/book/show/37819094	International bestselling author and leading global expert on mental strength Amy Morin turns her focus to feminism, explaining what it means—and what it takes—to be a mentally strong woman in the age of the #MeToo and #TimesUp movements.The emergence of the #MeToo and #TimesUp movements have awakened society and encouraged women to find their voice and claim their power.
https://www.goodreads.com/book/show/25135194	In the bestselling tradition of Why Nations Fail and The Revenge of Geography, an award-winning journalist uses ten maps of crucial regions to explain the geo-political strategies of the world powers.All leaders of nations are constrained by geography. Their choices are limited by mountains, rivers, seas, and concrete. To understand world events, news organizations and oth
https://www.goodreads.com/book/show/43557477	Just after the Second World War, in the small English village of Chawton, an unusual but like-minded group of people band together to attempt something remarkable.One hundred and fifty years ago, Chawton was the final home of Jane Austen, one of England&apos;s finest novelists. Now it&apos;s home to a few distant relatives and their diminishing estate. With the last bit of Austen&apos;s
https://www.goodreads.com/book/show/218357	Set in modern-day India, it is the story of two compelling and achingly real women: Sera Dubash, an upper-middle-class Parsi housewife whose opulent surroundings hide the shame and disappointment of her abusive marriage, and Bhima, a stoic illiterate hardened by a life of despair and loss, who has worked in the Dubash household for more than twenty years.
https://www.goodreads.com/book/show/248734	A new title from the author of The Flea Palace, shortlisted for the Independent Prize for Foreign Fiction and chosen for Waterstone’s 2005 Summer Reading promotion.In her prize-wining novel, The Gaze, Shafak explores the subject of body image and desirability. An overweight woman and her lover, a dwarf, are sick of being stared at wherever they go, and decide to reverse ro
https://www.goodreads.com/book/show/36295979	The year is 1930. In a small Tartar village, a woman named Zuleikha watches as her husband is murdered by communists. Zuleikha herself is sent into exile, enduring a horrendous train journey to a remote spot on the Angara River in Siberia. Conditions in the camp are tough, and many of her group do not survive the first difficult winter.As she gradually settles into a routi
https://www.goodreads.com/book/show/9555685	It is Kashmir, in the early 1990s, and war has finally reached the isolated village of Nowgam, close to the Pakistan border. Indian soldiers appear, as if from nowhere, to hunt for militants on the run. Four teenage boys, who used to spend their afternoons playing cricket, or singing Bollywood ballads down by the river, have disappeared one by one, to cross into Pakistan,
https://www.goodreads.com/book/show/15823480	Acclaimed by many as the world&apos;s greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in all of literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vr
https://www.goodreads.com/book/show/617097	Pather Panchali deals with the life of the Roy family, consisting of Harihar, Sarbajaya, Apu and Durga, both in their ancestral village Nishchindipur in rural Bengal and later when they move to Varanasi in search of a better life, as well as the anguish and loss they face during their travels.It first appeared as a serial in a Calcutta periodical in 1928 and was published
https://www.goodreads.com/book/show/9777	The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers&apos; demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . .Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade o
https://www.goodreads.com/book/show/6320534	On an entirely normal, beautiful fall day in Chester’s Mill, Maine, the town is inexplicably and suddenly sealed off from the rest of the world by an invisible force field. Planes crash into it and fall from the sky in flaming wreckage, a gardener’s hand is severed as “the dome” comes down on it, people running errands in the neighboring town are divided from their familie
https://www.goodreads.com/book/show/28877	A second family has been massacred by the terrifying serial killer the press has christened "The Tooth Fairy." Special Agent Jack Crawford turns to the one man who can help restart a failed investigation: Will Graham. Graham is the greatest profiler the FBI ever had, but the physical and mental scars of capturing Hannibal Lecter have caused Graham to go into early retireme
https://www.goodreads.com/book/show/3869	In the ten years since its publication in 1988, Stephen Hawking&apos;s classic work has become a landmark volume in scientific writing, with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the te
https://www.goodreads.com/book/show/1711037	In a town as pretty as a picture postcard, Nancy seeks the key to a picture-perfect crime!Nancy has come to White Falls, Massachusetts, to visit her former neighbor, Vera Alexander. The town is rich in history, and Vera wants to preserve a piece of its past. But her plan to convert the old Caulder Cutlery factory into a museum turns suddenly ominous when someone threatens
https://www.goodreads.com/book/show/55702	Warriors of God is the rich and engaging account of the Third Crusade (1187-1192), a conflict that would shape world history for centuries and which can still be felt in the Middle East and throughout the world today. Acclaimed writer James Reston, Jr., offers a gripping narrative of the epic battle that left Jerusalem in Muslim hands until the twentieth century, bringing
https://www.goodreads.com/book/show/11873368	The definitive, richly illustrated, full-color guide to all the districts of Panem, all the participants in The Hunger Games, and the life and home of Katniss Everdeen.Welcome to Panem, the world of The Hunger Games. This is the definitive, richly illustrated, full-color guide to all the districts of Panem, all the participants in The Hunger Games, and the life and home of
https://www.goodreads.com/book/show/50496918	Olivia Dade bursts onto the scene in this delightfully fun romantic comedy set in the world of fanfiction, in which a devoted fan goes on an unexpected date with her celebrity crush, who’s secretly posting fanfiction of his own. Marcus Caster-Rupp has a secret. While the world knows him as Aeneas, the star of the biggest show on TV, Gods of the Gates, he&apos;s known to fanfict
https://www.goodreads.com/book/show/3850639	After 103 weeks on the New York Times bestseller list and with four million copies of The Kite Runner shipped, Khaled Hosseini returns with a beautiful, riveting, and haunting novel that confirms his place as one of the most important literary writers today.Propelled by the same superb instinct for storytelling that made The Kite Runner a beloved classic, A Thousand Splend
https://www.goodreads.com/book/show/389627	Greg Heffley finds himself thrust into a new year and a new school where undersize weaklings share the corridors with kids who are taller, meaner and already shaving.Desperate to prove his new found maturity, which only going up a grade can bring, Greg is happy to have his not-quite-so-cool sidekick, Rowley, along for the ride. But when Rowley&apos;s star starts to rise, Greg t
https://www.goodreads.com/book/show/6502633	We are taught to think that these images and feelings are caused by a solid world outside of our brains, where material things exist. However, in reality we never see real existing materials and we never touch real materials. In other words, every material entity which we believe exists in our lives, is, in fact, only a vision which is created in our brains.
https://www.goodreads.com/book/show/16304	En route to London, Belgian detective Hercule Poirot has booked winter passage on the fabled Orient Express. Among the assortment of fellow passengers, one wealthy American holds a unique distinction: he has been found dead of multiple stab wounds in the night compartment of the Calais coach. By dawn, thirteen travelers, each bearing a secret, will find themselves suspect
https://www.goodreads.com/book/show/6294	An alternative cover for this ISBN can be found hereSophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it
