user	item1	item2	rating	aspects	liked/disliked-aspects	comment
13	404	16	1	similar genre: Action, Fantasy, Adventure------similar content: action, strong female characters, superhero, predictable, based on comic	genre	nan
13	404	497	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, Marvel Cinematic Universe, predictable, action, military	genre	nan
13	404	498	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, sci-fi, Marvel Cinematic Universe, action, MCU	genre	nan
13	404	51	1	similar genre: Action, Fantasy, Adventure------similar content: superhero, Marvel Cinematic Universe, predictable, action, MCU	genre	nan
13	404	283	1	similar genre: Action, Fantasy, Adventure, Science Fiction------similar content: action, Marvel Cinematic Universe, superhero, MCU, Marvel	genre	nan
13	418	270	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, Marvel	genre	nan
13	418	336	-1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, based on a comic, Marvel	genre	nan
13	418	337	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, Marvel	genre	nan
13	418	405	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, Marvel	genre	nan
13	418	407	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, adapted from:comic, Marvel	genre	nan
13	419	270	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, sci-fi, Marvel	genre	nan
13	419	336	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, sci-fi, revenge, action, comic book	content	nan
13	419	337	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, Marvel	genre	nan
13	419	405	1	similar genre: Action, Science Fiction, Adventure------similar content: action, comic book, superhero, revenge, Marvel	genre	nan
13	419	407	1	similar genre: Action, Science Fiction, Adventure------similar content: bad plot, superhero, sci-fi, bad cgi, action	genre	nan
23	6	71	-1	similar content: romance, funny, boring, Disney, quirky	genre	nan
23	6	137	-1	nan	genre	nan
23	6	171	-1	similar genre: Fantasy------similar content: soundtrack, fantasy, magic, adventure	genre	nan
23	6	111	-1	similar content: fantasy	genre	nan
23	6	178	-1	similar genre: Action------similar content: action, fantasy, adventure	content	nan
23	9	744	1	nan	Both film are for children	nan
23	9	302	-1	similar content: based on a book	content	nan
23	9	376	-1	similar content: coming of age	genre	nan
23	9	734	-1	nan	genre	nan
23	9	735	-1	similar content: time travel	genre	nan
23	522	420	-1	similar genre: Animation, Adventure, Family------similar content: funny, animation, Disney	content	nan
23	522	71	1	similar genre: Animation, Family------similar content: funny, animation, Disney	genre	nan
23	522	680	1	similar genre: Animation, Adventure, Family------similar content: animation, friendship	content	nan
23	522	748	1	similar genre: Fantasy, Adventure, Family	genre	nan
23	522	220	1	similar genre: Comedy, Animation, Adventure, Family------similar content: funny, animation, friendship, talking animals	content	nan
23	16	678	-1	similar genre: Action, Adventure------similar content: action, fantasy, superhero, based on comic	content	nan
23	16	742	-1	similar genre: Fantasy, Adventure------similar content: fantasy	content	nan
23	16	239	1	similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, adventure	content	nan
23	16	527	-1	similar genre: Action, Fantasy, Adventure------similar content: action, superhero	content	nan
23	16	283	1	similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, superhero	content	nan
23	17	32	-1	similar genre: Adventure	genre	nan
23	17	129	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
23	17	130	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
23	17	5	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
23	17	95	-1	similar actor: Johnny Depp------similar genre: Fantasy, Adventure, Family------similar content: fantasy, Johnny Depp	content	nan
4	780	193	1	similar genre: Animation------similar content: animation, friendship, adventure	content	nan
4	780	107	1	similar genre: Animation, Adventure------similar content: animation, friendship, dogs, storytelling, adventure	genre, content	nan
4	780	172	1	similar genre: Animation------similar content: animation, friendship, adventure	genre, content	nan
4	780	110	1	similar genre: Animation------similar content: childish, animation	genre	nan
4	780	176	1	similar genre: Animation------similar content: animation, friendship	genre	nan
4	17	129	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
4	17	130	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
4	17	5	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
4	17	41	-1	similar genre: Adventure, Family	genre, content	animation, plot
4	17	175	-1	similar genre: Family	genre	nan
4	536	179	1	similar genre: Comedy, Animation, Family------similar content: animation	genre	nan
4	536	172	1	similar genre: Comedy, Animation, Family------similar content: computer animation, animation	genre, content	nan
4	536	83	1	similar genre: Comedy, Animation, Family------similar content: animation	genre	nan
4	536	180	1	similar genre: Comedy, Animation, Family------similar content: animation	genre	nan
4	536	90	1	similar genre: Comedy, Animation, Family------similar content: animation	genre	nan
4	286	193	-1	similar content: bittersweet, friendship	genre	nan
4	286	107	-1	similar content: drama, bittersweet, heartbreaking, friendship	genre	nan
4	286	172	-1	similar content: friendship	genre	nan
4	286	110	-1	similar genre: Drama------similar content: coming of age, bittersweet, heartbreaking	genre	nan
4	286	94	1	similar genre: Drama------similar content: drama, friendship	genre	drama
4	421	179	1	similar genre: Action, Animation, Adventure, Family------similar content: funny, superhero, family, animation, adventure	genre. content	nan
4	421	172	1	similar genre: Animation, Family------similar content: funny, animated, family, animation, adventure	genre	nan
4	421	83	1	similar genre: Animation, Adventure, Family------similar content: animation, predictable, Disney, family, Pixar	content, genre	nan
4	421	180	1	similar genre: Animation, Adventure, Family------similar content: animation	genre	nan
4	421	90	1	similar genre: Action, Animation, Adventure, Family------similar content: family, animation, predictable, Disney, feminism	same producing company	nan
14	139	67	1	similar genre: Drama, Crime------similar content: black comedy, crime	genre	perfect matched genre
14	139	140	1	similar genre: Drama, Crime------similar content: organized crime, based on a true story, gangs, crime, stylized	content	nan
14	139	119	1	similar genre: Drama, Crime------similar content: organized crime, dark, imdb top 250, atmospheric, crime	genre	imdp ratings
14	139	185	1	similar genre: Drama------similar content: imdb top 250, social commentary, crime	genre	imdp ratings
14	139	125	1	similar genre: Drama, Crime------similar content: organized crime, crime	genre	nan
14	268	73	1	similar genre: Action------similar content: imdb top 250, twist ending, great soundtrack, Oscar Nominee: Best Picture, too long	content	nan
14	268	207	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, imdb top 250, Oscar (Best Supporting Actor), great acting	content	Oscar Nominee
14	268	433	1	similar director: Quentin Tarantino------similar actor: Christoph Waltz------similar genre: Drama------similar content: Christoph Waltz, Oscar Nominee: Best Picture, violence, Quentin Tarantino, long	content	many similarities
14	268	309	1	similar genre: Drama, War------similar content: World War II, Oscar Nominee: Best Picture, violence, cinematography, imdb top 250	content	Oscar Nominee
14	268	508	1	similar genre: Drama------similar content: great soundtrack, Oscar Nominee: Best Picture, violence, revenge, cinematography	content	nan
14	145	67	1	similar genre: Drama, Crime	genre	nan
14	145	69	1	similar genre: Drama, Crime	genre	nan
14	145	119	1	similar genre: Drama, Crime	genre	nan
14	145	185	1	similar genre: Drama	genre	nan
14	145	125	1	similar genre: Drama, Crime	genre	nan
14	538	67	1	similar genre: Drama, Comedy, Crime------similar content: crime	genre	nan
14	538	69	1	similar genre: Drama, Crime------similar content: New York City, crime	genre	location content
14	538	119	1	similar genre: Drama, Crime------similar content: New York City, crime	genre	nan
14	538	185	1	similar genre: Drama------similar content: crime	genre	nan
14	538	125	1	similar genre: Drama, Crime------similar content: crime	genre	nan
14	298	67	1	similar genre: Drama, Crime------similar content: police, good cinematography, crime	content	nan
14	298	140	1	similar genre: Drama, Crime------similar content: organized crime, New York City, crime, drama, imdb top 250	content	location
14	298	119	1	similar genre: Drama, Crime------similar content: organized crime, soundtrack, New York City, crime, drama	genre	content too
14	298	185	1	similar genre: Drama------similar content: imdb top 250, great acting, crime	genre	nan
14	298	125	1	similar genre: Drama, Crime------similar content: organized crime, great acting, revenge, crime	content	nan
5	40	107	1	similar genre: Comedy, Animation, Adventure, Family------similar content: bittersweet, comedy, family, touching, animation	Content	nan
5	40	176	1	similar genre: Animation, Family------similar content: family, animation, friendship, children, Disney	Content	nan
5	40	179	1	similar genre: Comedy, Animation, Adventure, Family------similar content: family, touching, adventure, comedy, friendship	Content	nan
5	40	94	1	similar genre: Comedy------similar content: touching, comedy, friendship	Content	nan
5	40	223	1	similar genre: Animation, Family------similar content: sequel, animation, comedy, friendship, Disney	Content	nan
5	536	230	1	similar actor: Anne Hathaway------similar genre: Comedy, Animation, Family------similar content: animation	Actor	nan
5	536	208	1	similar genre: Comedy, Animation, Family------similar content: animation	Genre	nan
5	536	179	1	similar genre: Comedy, Animation, Family------similar content: animation	Genre	nan
5	536	216	1	similar genre: Comedy, Animation, Family------similar content: animation	Genre	nan
5	536	223	1	similar genre: Animation, Family------similar content: animation	Genre	nan
5	286	65	1	similar genre: Drama------similar content: drama, bittersweet, suicide, friendship, inspirational	Content	nan
5	286	233	1	similar genre: Drama	Genre	nan
5	286	107	1	similar content: drama, bittersweet, heartbreaking, friendship	Content	nan
5	286	94	1	similar genre: Drama------similar content: drama, friendship	Content	nan
5	286	223	1	similar content: friendship	Content	nan
5	421	230	1	similar genre: Animation, Adventure, Family------similar content: comedy, animation, adventure	Content	nan
5	421	208	1	similar genre: Animation, Adventure, Family------similar content: animation, family	Genre	nan
5	421	179	1	similar genre: Action, Animation, Adventure, Family------similar content: funny, superhero, family, animation, adventure	Content	nan
5	421	216	1	similar director: Brad Bird------similar genre: Animation, Family------similar content: funny, animation, Disney, Pixar	Content	nan
5	421	223	1	similar genre: Animation, Family------similar content: comedy, sequel, animation, Disney, Pixar	Content	nan
5	296	233	1	similar genre: Drama, Family	Genre	nan
5	296	107	1	similar genre: Animation, Family------similar content: animation, friendship, Disney, father-son relationship, talking animals	Content	nan
5	296	176	1	similar genre: Animation, Family------similar content: animals, father-son relationship, coming of age, animation, talking animals	Content	nan
5	296	94	1	similar genre: Drama------similar content: friendship	Content	nan
5	296	223	1	similar genre: Animation, Family------similar content: animation, friendship, Disney	Genre	nan
6	140	69	1	similar actor: Robert De Niro------similar genre: Drama, Crime------similar content: gritty, New York City, crime, drama, masterpiece	content	nan
6	140	137	-1	similar genre: Drama, Crime------similar content: based on a book, Oscar Nominee: Best Picture, violence, crime, drama	content	nan
6	140	273	-1	similar genre: Drama, Crime------similar content: Oscar Nominee: Best Picture, drama, gritty, violence	content	nan
6	140	119	1	similar genre: Drama, Crime------similar content: organized crime, imdb top 250, based on a book, New York City, violence	content	nan
6	140	185	-1	similar genre: Drama------similar content: confrontational, imdb top 250, good dialogue, gritty, crime	content	nan
6	145	69	1	similar genre: Drama, Crime	content	nan
6	145	273	-1	similar genre: Drama, Crime	content	nan
6	145	119	1	similar genre: Drama, Crime	content	nan
6	145	248	-1	similar genre: Drama------similar content: friendship	content	nan
6	145	185	-1	similar genre: Drama	content	nan
6	537	66	1	similar genre: Drama, Romance, Comedy------similar content: bittersweet, friendship, boring	genre	nan
6	537	246	-1	similar genre: Drama	genre	nan
6	537	248	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, friendship, atmospheric	content	nan
6	537	282	-1	similar genre: Drama------similar content: friendship	content	nan
6	537	252	-1	similar actor: Scarlett Johansson------similar genre: Drama, Comedy------similar content: Oscar Nominee: Best Picture, boring, Scarlett Johansson	genre	nan
6	538	69	-1	similar genre: Drama, Crime------similar content: New York City, crime	content	nan
6	538	273	-1	similar genre: Drama, Crime	genre	nan
6	538	119	-1	similar genre: Drama, Crime------similar content: New York City, crime	genre	nan
6	538	248	-1	similar genre: Drama------similar content: New York City	content	nan
6	538	185	-1	similar genre: Drama------similar content: crime	content	nan
6	433	72	-1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, racism, long, drama, imdb top 250	content	nan
6	433	73	-1	similar actor: Leonardo DiCaprio------similar content: drama, Oscar Nominee: Best Picture, long, too long, soundtrack	genre	nan
6	433	268	1	similar director: Quentin Tarantino------similar actor: Christoph Waltz------similar genre: Drama------similar content: Christoph Waltz, Oscar Nominee: Best Picture, violence, Quentin Tarantino, long	director	nan
6	433	210	-1	similar content: imdb top 250, action, violence, revenge, visually appealing	content	nan
6	433	254	-1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, violence, soundtrack, imdb top 250, comedy	content	nan
15	20	435	1	similar actor: Hugh Jackman, Patrick Stewart------similar genre: Action, Science Fiction------similar content: action, x-men, Hugh Jackman, superhero, Marvel	genre, actor,content	nan
15	20	527	1	similar actor: Hugh Jackman------similar genre: Action, Science Fiction, Adventure------similar content: Halle Berry, x-men, Ellen Page, superhero, sci-fi	genre, actor, content	nan
15	20	16	1	similar genre: Action, Adventure------similar content: action, superhero	genre, content	nan
15	20	178	1	similar genre: Action, Science Fiction------similar content: action, superhero, sci-fi	genre, content	nan
15	20	307	1	similar genre: Action, Science Fiction------similar content: action, superhero, sci-fi, Marvel	genre, content	nan
15	329	429	-1	similar genre: Animation, Family------similar content: animation	genre	nan
15	329	176	1	similar genre: Animation, Family------similar content: underwater, animation, Disney, talking animals, ocean	genre,content	nan
15	329	529	1	similar genre: Fantasy, Animation, Family------similar content: animation	genre,content	nan
15	329	536	1	similar genre: Animation, Family------similar content: animation	genre, content	nan
15	329	219	1	similar director: Ron Clements, John Musker------similar genre: Fantasy, Animation, Family------similar content: animation, music, musical, Disney	genre,content	nan
15	421	429	1	similar genre: Animation, Family------similar content: animation, comedy	genre,content	nan
15	421	176	1	similar genre: Animation, Family------similar content: funny, family, animation, predictable, animated	genre,content	nan
15	421	529	1	similar genre: Animation, Family------similar content: animation	genre,content	nan
15	421	179	1	similar genre: Action, Animation, Adventure, Family------similar content: funny, superhero, family, animation, adventure	genre,content	nan
15	421	536	1	similar genre: Animation, Family------similar content: animation	genre,content	nan
15	678	435	1	similar genre: Action, Science Fiction------similar content: action, x-men, superhero, based on comic, Marvel	genre,content	nan
15	678	527	1	similar actor: Michael Fassbender, James McAvoy------similar genre: Action, Science Fiction, Adventure------similar content: x-men, superhero, James McAvoy, Michael Fassbender, action	actor,genre,content	nan
15	678	16	1	similar genre: Action, Adventure------similar content: action, fantasy, superhero, based on comic	genre,content	nan
15	678	307	1	similar genre: Action, Science Fiction------similar content: action, superhero, Marvel	genre,content	nan
15	678	542	-1	similar genre: Action, Adventure	genre	nan
15	49	321	-1	similar content: beautiful, drama, romance, cinematography, music	content	nan
15	49	268	-1	similar genre: Action------similar content: imdb top 250, Oscar Nominee: Best Picture, long, too long, cinematography	genre,content	nan
15	49	526	1	similar genre: Fantasy------similar content: romance	genre,content	nan
15	49	309	1	similar content: Oscar Nominee: Best Picture, drama, cinematography, action, imdb top 250	genre,content	nan
15	49	120	1	similar genre: Action------similar content: too long, imdb top 250, music, action, cinematography	content	story focused
19	17	129	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	Genre	nan
19	17	130	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	Genre	nan
19	17	5	1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	Genre	nan
19	17	614	-1	similar actor: Johnny Depp------similar genre: Fantasy, Adventure, Family------similar content: fantasy, Johnny Depp	Genre	Its not Animation
19	17	6	1	similar actor: Johnny Depp------similar genre: Fantasy, Adventure------similar content: boring, Johnny Depp, magic, fantasy	Genre	nan
19	405	81	1	similar director: Anthony Russo, Joe Russo------similar actor: Robert Downey Jr., Chris Evans, Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: Black Panther, Iron Man, superhero, based on comic, Anthony Russo	Genre	nan
19	405	338	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, Marvel Cinematic Universe, predictable, action, MCU	Genre	nan
19	405	499	1	similar actor: Chris Evans, Robert Downey Jr., Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: Iron Man, superhero, based on comic, Marvel Cinematic Universe, Black Widow	Genre	nan
19	405	183	1	similar actor: Chris Evans, Robert Downey Jr., Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: Iron Man, superhero, based on comic, Marvel Cinematic Universe, Chris Evans	Actors	nan
19	405	215	1	similar director: Anthony Russo, Joe Russo------similar actor: Chris Evans, Robert Downey Jr., Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: Iron Man, superhero, based on comic, Sebastian Stan, Marvel Cinematic Universe	Genre	nan
19	406	183	1	similar actor: Chris Evans, Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: superhero, Marvel Cinematic Universe, Samuel L. Jackson, Chris Evans, Scarlett Johansson	Actors	nan
19	406	81	1	similar director: Anthony Russo, Joe Russo------similar actor: Chris Evans, Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: superhero, Anthony Russo, Joe Russo, Marvel Cinematic Universe, Samuel L. Jackson	Actors	nan
19	406	338	1	similar genre: Action, Science Fiction, Adventure------similar content: action, Marvel Cinematic Universe, superhero, MCU, Marvel	Genre	nan
19	406	499	1	similar actor: Chris Evans, Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: superhero, Bechdel Test:Pass, Marvel Cinematic Universe, Samuel L. Jackson, Scarlett Johansson	Actors	nan
19	406	215	1	similar director: Anthony Russo, Joe Russo------similar actor: Chris Evans, Scarlett Johansson------similar genre: Action, Science Fiction, Adventure------similar content: superhero, Sebastian Stan, Marvel Cinematic Universe, Samuel L. Jackson, Chris Evans	Actors	nan
19	535	13	1	similar genre: Drama, Thriller------similar content: suspense, thriller, based on a book	Genre	nan
19	535	23	1	similar genre: Thriller------similar content: horror	Genre	nan
19	535	664	-1	similar genre: Thriller------similar content: horror	Genre	nan
19	535	186	-1	similar genre: Science Fiction------similar content: suspense, children, thriller, based on a book	Genre	Story line
19	535	667	1	similar genre: Science Fiction	Genre	nan
19	24	13	1	similar genre: Mystery------similar content: mindfuck, suspense, twist ending, surprise ending	Genre	nan
19	24	23	1	similar director: James Wan------similar genre: Horror------similar content: Horror, horror	Genre	nan
19	24	664	1	similar genre: Horror------similar content: horror	Genre	nan
19	24	186	-1	similar content: suspense	Genre	nan
19	24	667	1	similar genre: Horror	Genre	nan
1	514	33	1	similar genre: Action, Adventure, Thriller------similar content: action, suspense, murder, predictable	genre	nan
1	514	38	1	similar genre: Adventure, Thriller------similar content: action	content	nan
1	514	48	1	similar genre: Action, Mystery, Thriller------similar content: action, murder, predictable, thriller	genre	nan
1	514	52	1	similar genre: Action, Adventure, Thriller------similar content: action, adventure	content	nan
1	514	25	1	similar genre: Thriller	genre	nan
1	789	13	1	similar genre: Drama, Thriller------similar content: suspense, based on a book	genre	nan
1	789	23	1	similar genre: Horror, Thriller------similar content: Horror, predictable, horror	genre	nan
1	789	24	1	similar genre: Horror------similar content: plot holes, Horror, suspense, horror	genre	nan
1	789	29	1	similar genre: Science Fiction------similar content: dystopia, sci-fi, horror, religion, predictable	content	nan
1	789	31	1	similar genre: Horror, Thriller	genre	nan
1	416	33	1	similar actor: Jon Voight------similar genre: Action, Adventure, Thriller------similar content: action	actor, content	nan
1	416	35	1	similar genre: Adventure, Thriller	genre	nan
1	416	38	1	similar actor: Jon Voight------similar genre: Adventure, Thriller------similar content: action	actor	nan
1	416	47	1	similar genre: Action, Adventure, Thriller------similar content: action, adventure	genre	nan
1	416	52	1	similar genre: Action, Adventure, Thriller------similar content: action, adventure	genre	nan
1	674	13	1	similar genre: Thriller	genre	nan
1	674	23	1	similar director: James Wan------similar actor: Patrick Wilson------similar genre: Horror, Thriller------similar content: possession, horror, haunted house	director	nan
1	674	24	1	similar director: James Wan------similar genre: Horror------similar content: horror, serial killer	director	nan
1	674	29	1	similar content: horror	content	nan
1	674	31	1	similar actor: Lin Shaye------similar genre: Horror, Thriller	genre	nan
1	422	33	1	similar genre: Action, Adventure, Thriller------similar content: action	content	nan
1	422	47	1	similar genre: Action, Adventure, Thriller------similar content: action, martial arts	genre	nan
1	422	48	1	similar genre: Action, Thriller------similar content: action, boring, unrealistic	content	nan
1	422	52	1	similar genre: Action, Adventure, Thriller------similar content: action	content	nan
1	422	28	1	similar genre: Action, Adventure, Thriller------similar content: action, dialogue, violence, Arnold Schwarzenegger	actor	nan
9	521	387	1	similar genre: Comedy------similar content: funny, comedy	content	nan
9	521	12	1	similar genre: Comedy------similar content: funny, comedy	genre	content is also relavent
9	521	375	1	similar genre: Comedy------similar content: funny, comedy	genre	content is also relavent
9	521	378	1	similar genre: Comedy------similar content: funny	genre	content is also relavent
9	521	383	-1	similar genre: Comedy------similar content: funny, comedy, England, London, British	genre	nan
9	783	387	1	similar genre: Romance	genre	content is also relavent
9	783	12	1	similar genre: Romance	genre	nan
9	783	375	1	similar genre: Romance	genre	content is also relavent
9	783	378	1	similar genre: Romance	genre	nan
9	783	383	1	similar genre: Romance------similar content: romantic	genre	content is also relavent
9	146	231	1	similar genre: Drama, Romance------similar content: romance	genre	nan
9	146	87	1	similar genre: Drama, Romance, Comedy------similar content: career, comedy	content	nan
9	146	88	1	similar genre: Romance, Drama------similar content: romance	content	nan
9	146	377	1	similar genre: Drama, Romance------similar content: romance, Oscar Nominee: Best Picture	content	oscar too
9	146	383	1	similar genre: Romance, Drama, Comedy------similar content: romance, comedy, happy ending	content	nan
9	275	387	1	similar genre: Comedy------similar content: funny, comedy	genre	nan
9	275	12	1	similar genre: Comedy------similar content: funny, comedy	content	nan
9	275	375	1	similar genre: Comedy------similar content: funny, comedy	content	nan
9	275	378	1	similar genre: Comedy------similar content: funny	content	nan
9	275	383	1	similar genre: Comedy------similar content: funny, comedy	content	nan
9	675	387	1	similar genre: Comedy------similar content: funny, comedy	content	nan
9	675	12	-1	similar genre: Comedy------similar content: funny, comedy	genre	nan
9	675	375	1	similar genre: Comedy------similar content: funny, comedy	content	nan
9	675	378	1	similar actor: Jennifer Aniston------similar genre: Comedy------similar content: funny, Jennifer Aniston	actor	genre too
9	675	383	1	similar genre: Comedy------similar content: funny, comedy	content	nan
11	142	451	1	similar genre: Action, War------similar content: action, historically inaccurate, epic, historical, war	genre	nan
11	142	433	1	similar genre: Drama------similar content: action, violence, revenge, long, epic	content	nan
11	142	210	-1	similar genre: Action------similar content: action, violence, revenge, historical	content	nan
11	142	411	1	similar genre: Action, Drama------similar content: violence, revenge, historical, action, epic	content	nan
11	142	447	1	similar genre: Action------similar content: violence, war	content	nan
11	15	3	-1	nan	genre	nan
11	15	210	-1	similar genre: Action, Fantasy------similar content: action, violence, comic book, adapted from:comic	genre	nan
11	15	451	-1	similar genre: Action------similar content: action, comic book, adapted from:comic	genre	nan
11	15	411	-1	similar genre: Action------similar content: action, violence	genre	nan
11	15	447	-1	similar genre: Action------similar content: violence	genre	nan
11	528	448	1	similar genre: Action, Comedy	content	both have comedy content
11	528	449	1	similar genre: Comedy------similar content: comedy	content	nan
11	528	455	-1	similar genre: Action	genre	King Arthur is mostly historical movie
11	528	79	1	similar genre: Comedy------similar content: comedy	content	comedy part
11	528	436	1	similar genre: Action, Comedy, Crime------similar content: action, comedy	content	comedy part
11	403	448	-1	similar genre: Action	genre	nan
11	403	449	-1	nan	genre	nan
11	403	455	-1	similar genre: Action	genre	nan
11	403	79	-1	nan	genre	nan
11	403	436	-1	similar genre: Action	genre	nan
11	533	448	-1	similar genre: Action, Comedy	genre	nan
11	533	449	-1	similar genre: Comedy------similar content: comedy	genre	nan
11	533	455	-1	similar genre: Action	genre	nan
11	533	435	-1	similar genre: Action------similar content: action, girl power	genre	nan
11	533	436	-1	similar genre: Action, Comedy, Crime------similar content: action, comedy	genre	nan
7	269	98	1	similar genre: Drama, Romance------similar content: bittersweet, philosophy, romance, surreal, touching	genre|content	nan
7	269	74	-1	similar genre: Drama------similar content: atmospheric, psychology, complicated, philosophy, cult film	content	nan
7	269	148	1	similar genre: Drama, Romance------similar content: romance, intelligent, love, psychology	content	nan
7	269	249	1	similar genre: Drama, Romance------similar content: fantasy, atmospheric, sci-fi, dreamlike	content	nan
7	269	187	1	similar genre: Drama, Romance------similar content: beautiful, New York City, romantic	content	nan
7	399	66	1	similar genre: Drama, Romance, Comedy	genre	nan
7	399	298	-1	similar genre: Drama	genre	nan
7	399	300	1	similar genre: Drama------similar content: music	content	nan
7	399	304	1	similar genre: Romance, Drama	genre	nan
7	399	311	1	similar genre: Drama, Comedy------similar content: high school	genre	nan
7	272	98	1	similar genre: Drama------similar content: drama, cinematography, boring, sad	content	nan
7	272	74	-1	similar genre: Drama------similar content: imdb top 250, disturbing, intelligent	content	nan
7	272	148	-1	similar genre: Drama------similar content: drama, intelligent	genre	nan
7	272	249	-1	similar genre: Drama------similar content: boring	content	nan
7	272	187	1	similar genre: Drama------similar content: cinematography	content	nan
7	145	69	1	similar genre: Drama, Crime	genre	nan
7	145	233	-1	similar genre: Drama	genre	nan
7	145	298	1	similar genre: Drama, Crime------similar content: friendship	genre	nan
7	145	300	-1	similar genre: Drama	genre	nan
7	145	273	1	similar genre: Drama, Crime	genre	nan
7	538	69	1	similar genre: Drama, Crime------similar content: New York City, crime	genre	nan
7	538	298	1	similar genre: Drama, Crime------similar content: drugs, New York City, crime	genre	nan
7	538	300	-1	similar genre: Drama	genre	nan
7	538	304	-1	similar genre: Drama	genre	nan
7	538	311	1	similar genre: Drama, Comedy------similar content: female director	content	nan
3	538	139	1	similar genre: Drama, Crime------similar content: drugs, based on a true story, crime	genre	nan
3	538	140	1	similar genre: Drama, Crime------similar content: based on a true story, crime, New York City	genre	nan
3	538	145	-1	similar genre: Drama, Crime	genre	nan
3	538	119	-1	similar genre: Drama, Crime------similar content: New York City, crime	content	nan
3	538	125	-1	similar genre: Drama, Crime------similar content: crime	content	nan
3	298	139	1	similar genre: Drama, Crime------similar content: organized crime, disturbing, drugs, imdb top 250, crime	content	nan
3	298	140	1	similar genre: Drama, Crime------similar content: organized crime, New York City, crime, drama, imdb top 250	content	nan
3	298	145	-1	similar genre: Drama, Crime------similar content: friendship	content	nan
3	298	119	-1	similar genre: Drama, Crime------similar content: organized crime, soundtrack, New York City, crime, drama	content	nan
3	298	125	-1	similar genre: Drama, Crime------similar content: organized crime, great acting, revenge, crime	content	nan
3	300	65	1	similar genre: Drama------similar content: heartwarming, 1940s, inspirational, feel-good	genre	nan
3	300	139	-1	similar genre: Drama	genre	nan
3	300	145	-1	similar genre: Drama	content	nan
3	300	119	-1	similar genre: Drama------similar content: music, 1940s	content	nan
3	300	125	-1	similar genre: Drama	content	nan
3	433	74	-1	similar genre: Drama------similar content: imdb top 250, action, violence, great acting, long	content	nan
3	433	140	-1	similar genre: Drama------similar content: violence, Oscar Nominee: Best Picture, Samuel L. Jackson, drama, imdb top 250	content	nan
3	433	144	-1	similar genre: Drama------similar content: good soundtrack, imdb top 250, violence	genre	nan
3	433	49	-1	similar content: Oscar Nominee: Best Picture, racism, long, too long, drama	genre	nan
3	433	120	-1	similar genre: Drama------similar content: violence, too long, action, music, imdb top 250	genre	nan
3	185	65	1	similar genre: Drama------similar content: gritty, classic, justice, crime, thought-provoking	content	nan
3	185	139	-1	similar genre: Drama------similar content: imdb top 250, social commentary, crime	genre	nan
3	185	145	-1	similar genre: Drama	genre	nan
3	185	119	-1	similar genre: Drama------similar content: imdb top 250, crime, great acting, classic	genre	nan
3	185	125	-1	similar genre: Drama------similar content: crime, great acting, classic	content	nan
2	130	96	1	similar genre: Fantasy, Adventure------similar content: mythology, magic, great soundtrack, scenic, based on a book	genre	nan
2	130	6	1	similar actor: Orlando Bloom------similar genre: Action, Fantasy, Adventure------similar content: action, fantasy, sword fight, magic, adventure	genre	nan
2	130	109	-1	similar content: based on a book	content	nan
2	130	54	1	similar genre: Action------similar content: too long, action	genre	nan
2	130	95	-1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	genre	nan
2	272	98	1	similar genre: Drama------similar content: drama, cinematography, boring, sad	genre	nan
