user	item	timestamp	label	aspects	liked/disliked-aspects	comment
2	148	-2-	5	director: Ron Howard------actor: Russell Crowe, Ed Harris, Jennifer Connelly, Paul Bettany, Christopher Plummer------genre: Drama, Romance------content: psychology, mathematics, genius, true story, inspirational	content	nan
2	286	-2-	4	director: Peter Weir------actor: Robin Williams, Ethan Hawke, Robert Sean Leonard, Gale Hansen, Josh Charles------genre: Drama------content: philosophy, inspirational, Robin Williams, bittersweet, coming of age	actor	nan
2	40	-2-	5	director: Josh Cooley------actor: Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key------genre: Adventure, Animation, Comedy, Family, Fantasy------content: Pixar, sequel, touching, friendship, family	genre	nan
8	653	-2-	4	director: Carlos Saldanha------actor: Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott------genre: Animation, Family, Comedy, Adventure------content: global warming, slapstick	Genre	nan
8	14	-2-	2	director: Niki Caro------actor: Liu Yifei, Jet Li, Tzi Ma, Donnie Yen, Gong Li------genre: Action, Adventure, Drama, Fantasy------content: unnecessary remake, beautiful scenery, flat characters, bad script, scenery	Director	nan
8	742	-2-	3	director: Victor Fleming------actor: Judy Garland, Ray Bolger, Jack Haley, Bert Lahr, Margaret Hamilton------genre: Adventure, Fantasy, Family------content: classic, musical, fantasy, dreamlike, based on a book	Content	nan
8	405	-2-	3	director: Anthony Russo, Joe Russo------actor: Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie------genre: Adventure, Action, Science Fiction------content: superhero, Marvel, Captain America, Iron Man, spider-man	Genre	nan
8	406	-2-	3	director: Anthony Russo, Joe Russo------actor: Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders------genre: Action, Adventure, Science Fiction------content: superhero, Marvel Cinematic Universe, Scarlett Johansson, Chris Evans, Captain America	Content	nan
20	405	-2-	4	director: Anthony Russo, Joe Russo------actor: Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie------genre: Adventure, Action, Science Fiction------content: superhero, Marvel, Captain America, Iron Man, spider-man	director	nan
20	407	-2-	3	director: Louis Leterrier------actor: Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson------genre: Science Fiction, Action, Adventure------content: Edward Norton, superhero, comic book, Marvel, The Avengers	content	nan
20	24	-2-	4	director: James Wan------actor: Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung, Dina Meyer------genre: Horror, Mystery, Crime------content: twist ending, mindfuck, clever, serial killer, surprise ending	genre	nan
20	667	-2-	5	director: Charles Band------actor: Robert Glaudini, Demi Moore, Luca Bercovici, James Davidson, Al Fann------genre: Horror, Science Fiction	genre	nan
20	29	-2-	2	director: Ridley Scott------actor: Noomi Rapace, Michael Fassbender, Charlize Theron, Logan Marshall-Green, Guy Pearce------genre: Science Fiction, Adventure, Mystery------content: aliens, space travel, sci-fi, Ridley Scott, technology	content	nan
18	787	-2-	4	director: Brett Haley------actor: Elle Fanning, Justice Smith, Alexandra Shipp, Kelli O'Hara, Lamar Johnson------genre: Drama, Romance------content: romance, mental illness, mental health, suicide	content, genre, actor	nan
18	404	-2-	5	director: Ryan Coogler------actor: Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman------genre: Action, Adventure, Fantasy, Science Fiction------content: superhero, strong female characters, Marvel, Africa, social commentary	director, actor, genre, content	nan
18	534	-2-	1	director: Joel Schumacher------actor: Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes, Edward Herrmann------genre: Horror, Comedy------content: vampires, cult classic, cult film, 1980s, adolescence	genre, content	nan
18	30	-2-	4	director: Nancy Meyers------actor: Kate Winslet, Cameron Diaz, Jude Law, Jack Black, Eli Wallach------genre: Comedy, Romance------content: romantic comedy, Kate Winslet, Jude Law, Cameron Diaz, England	genre, actor,content	nan
18	418	-2-	4	director: Bryan Singer------actor: Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden------genre: Adventure, Action, Science Fiction------content: superhero, comic book, action, Marvel, Hugh Jackman	genre, content	nan
24	141	-2-	2	director: Lasse Hallström------actor: Ewan McGregor, Emily Blunt, Kristin Scott Thomas, Rachael Stirling, Amr Waked------genre: Drama, Romance, Comedy------content: Ewan McGregor, Emily Blunt, yemen, salmon	genre, content	nan
24	16	-2-	2	director: James Wan------actor: Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman------genre: Action, Adventure, Fantasy------content: superhero, Jason Momoa, cheesy, strong female characters, atlantis	genre, content, actor	nan
24	346	-2-	5	director: David Yates------actor: Daniel Radcliffe, Rupert Grint, Emma Watson, Tom Felton, Michael Gambon------genre: Adventure, Fantasy------content: magic, fantasy, harry potter, Alan Rickman, Emma Watson	genre, content, actor, storyline	nan
24	30	-2-	3	director: Nancy Meyers------actor: Kate Winslet, Cameron Diaz, Jude Law, Jack Black, Eli Wallach------genre: Comedy, Romance------content: romantic comedy, Kate Winslet, Jude Law, Cameron Diaz, England	genre, actor	nan
24	171	-2-	5	director: Hayao Miyazaki------actor: Rumi Hiiragi, Miyu Irino, Mari Natsuki, Bunta Sugawara, Yumi Tamai------genre: Animation, Family, Fantasy------content: anime, Studio Ghibli, Hayao Miyazaki, fantasy, dreamlike	genre, content	nan
17	434	-2-	3	director: Brian De Palma------actor: Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia------genre: Action, Crime, Drama, Thriller------content: Al Pacino, organized crime, mafia, drugs, classic	genre	nan
17	438	-2-	4	director: Sergio Leone------actor: Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli------genre: Western------content: Clint Eastwood, Ennio Morricone, spaghetti western, Sergio Leone, western	content	nan
17	184	-2-	5	director: Spike Jonze------actor: Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde------genre: Romance, Science Fiction, Drama------content: artificial intelligence, thought-provoking, philosophical, psychology, bittersweet	genre	nan
17	569	-2-	3	director: Richard Schenkman------actor: David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford, Annika Peterson------genre: Science Fiction, Drama------content: thought-provoking, philosophical, intellectual, Excellent use of dialogue, dialogue driven	genre	nan
17	189	-2-	4	director: Martin Scorsese------actor: Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Cybill Shepherd------genre: Crime, Drama------content: dark, Robert De Niro, loneliness, cult film, Martin Scorsese	genre	nan
21	49	-2-	4	director: James Cameron------actor: Sam Worthington, Zoe Saldana, Stephen Lang, Sigourney Weaver, Joel David Moore------genre: Action, Adventure, Fantasy, Science Fiction------content: futuristic, beautiful scenery, visually stunning, aliens, predictable	genre, content	nan
21	308	-2-	5	director: Robert Stromberg------actor: Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville, Juno Temple------genre: Fantasy, Adventure, Action, Family, Romance------content: fairy tale, visual effects, Angelina Jolie, strong female lead, Disney	content	nan
21	438	-2-	4	director: Sergio Leone------actor: Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli------genre: Western------content: Clint Eastwood, Ennio Morricone, spaghetti western, Sergio Leone, western	content	nan
21	73	-2-	4	director: Christopher Nolan------actor: Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page------genre: Action, Science Fiction, Adventure------content: alternate reality, thought-provoking, visually appealing, mindfuck, surreal	content, storyline	nan
21	319	-2-	2	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	content	like visuals
12	31	-2-	2	director: Kerry Harris------actor: Radha Mitchell, Henry Thomas, Lin Shaye, Finlay Wojtak-Hissong, Jules Willcox------genre: Horror, Thriller	content	nan
12	33	-2-	3	director: Brian De Palma------actor: Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno------genre: Adventure, Action, Thriller------content: Tom Cruise, espionage, action, spies, plot twists	content	nan
12	164	-2-	4	director: David Slade------actor: Fionn Whitehead, Craig Parkinson, Alice Lowe, Will Poulter, Asim Chaudhry------genre: Science Fiction, Mystery, Drama, Thriller, TV Movie------content: interactive, meta, choose your own adventure, paranoia, mental disorder	content	nan
12	38	-2-	1	director: Luis Llosa------actor: Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Owen Wilson------genre: Adventure, Horror, Thriller------content: snakes, jungle, monster, anaconda, action	genre and content	nan
12	113	-2-	2	director: Steven Soderbergh------actor: George Clooney, Brad Pitt, Matt Damon, Andy García, Julia Roberts------genre: Thriller, Crime------content: heist, George Clooney, Brad Pitt, Matt Damon, witty	content	nan
10	179	-2-	5	director: Chris Williams, Don Hall------actor: Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung------genre: Adventure, Family, Animation, Action, Comedy------content: animation, superhero, Disney, robotics, funny	genre	nan
10	442	-2-	4	director: Roland Emmerich------actor: John Cusack, Amanda Peet, Chiwetel Ejiofor, Woody Harrelson, Thandie Newton------genre: Action, Adventure, Science Fiction------content: bad science, apocalypse, audience intelligence underestimated, bad plot, predictable	actor	nan
10	445	-2-	3	director: Jonathan Mostow------actor: Nick Stahl, Claire Danes, Arnold Schwarzenegger, Kristanna Loken, Earl Boen------genre: Action, Thriller, Science Fiction------content: franchise, Arnold Schwarzenegger, action, artificial intelligence, apocalypse	actor	nan
10	193	-2-	5	director: Lee Unkrich------actor: Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn------genre: Animation, Family, Comedy------content: Pixar, animation, visually appealing, childhood, bittersweet	content	nan
10	450	-2-	3	director: Nick Marck------actor: Clancy Brown, Sherman Howard, Brandon Baker, Brian Doyle-Murray, Nancy Cartwright	content	nan
16	541	-2-	2	director: Michael Bay------actor: Ben Affleck, Jon Voight, Tom Sizemore, Kate Beckinsale, Josh Hartnett------genre: History, Romance, War, Drama------content: World War II, history, Romance, war, romance	content	nan
16	159	-2-	2	director: Scott Cooper------actor: Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Adam Beach------genre: Drama, Western, History------content: western, native american, Christian Bale, Rosamund Pike, American Indian	content	nan
16	545	-2-	2	director: James Mangold------actor: Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy, Elisabeth Moss------genre: Drama------content: mental illness, psychology, Angelina Jolie, depression, psychiatry	content	nan
16	294	-2-	1	director: Luca Guadagnino------actor: Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar, Esther Garrel------genre: Romance, Drama------content: sensual, gay romance, lgbt, gay, romance	content	nan
16	693	-2-	2	director: Ron Howard------actor: Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino------genre: Drama, Action------content: based on a true story, racing, cars, interesting characters, true story	content	nan
25	667	-2-	1	director: Charles Band------actor: Robert Glaudini, Demi Moore, Luca Bercovici, James Davidson, Al Fann------genre: Horror, Science Fiction	content	nan
25	540	-2-	3	director: Jordan Peele------actor: Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener, Caleb Landry Jones------genre: Mystery, Thriller, Horror------content: twist ending, thriller, mindfuck, racism, satire	content	nan
25	674	-2-	4	director: James Wan------actor: Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye, Barbara Hershey------genre: Horror, Thriller------content: serial killer, possession, horror, ghosts, demon	genre,content	nan
25	421	-2-	5	director: Brad Bird------actor: Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Catherine Keener------genre: Action, Adventure, Animation, Family------content: superhero, Pixar, family, feminism, funny	genre,content	nan
25	40	-2-	5	director: Josh Cooley------actor: Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key------genre: Adventure, Animation, Comedy, Family, Fantasy------content: Pixar, sequel, touching, friendship, family	genre,content	nan
22	288	-2-	4	director: Stanley Kubrick------actor: Malcolm McDowell, Patrick Magee, Adrienne Corri, Michael Bates, Warren Clarke------genre: Science Fiction, Drama------content: Stanley Kubrick, dystopia, psychology, cult film, disturbing	genre; storyline	nan
22	420	-2-	5	director: Brad Bird------actor: Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee, Dominique Louis------genre: Action, Adventure, Animation, Family------content: Pixar, superhero, animation, comedy, family	genre; content; storyline	nan
22	421	-2-	4	director: Brad Bird------actor: Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Catherine Keener------genre: Action, Adventure, Animation, Family------content: superhero, Pixar, family, feminism, funny	genre; content	nan
22	680	-2-	5	director: Don Bluth------actor: Helen Shaver, Pat Hingle, Frank Welker, Gabriel Damon, Candace Hutson------genre: Animation, Adventure, Family------content: dinosaurs, friendship, classic, animation, nostalgic	genre	nan
22	176	-2-	4	director: Andrew Stanton------actor: Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett------genre: Animation, Family------content: Pixar, animation, funny, Disney, heartwarming	genre; content; actor	nan
13	678	-2-	4	director: Matthew Vaughn------actor: John F. Kennedy, James McAvoy, Laurence Belcher, Michael Fassbender, Éva Magyar------genre: Action, Science Fiction, Adventure------content: superhero, Marvel, x-men, Michael Fassbender, comic book	actor	nan
13	679	-2-	5	director: Doug Liman------actor: Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong------genre: Action, Science Fiction------content: time loop, time travel, Tom Cruise, original plot, aliens	content	nan
13	171	-2-	4	director: Hayao Miyazaki------actor: Rumi Hiiragi, Miyu Irino, Mari Natsuki, Bunta Sugawara, Yumi Tamai------genre: Animation, Family, Fantasy------content: anime, Studio Ghibli, Hayao Miyazaki, fantasy, dreamlike	content	nan
13	559	-2-	3	director: David Ayer------actor: Will Smith, Margot Robbie, Jared Leto, Joel Kinnaman, Viola Davis------genre: Action, Adventure, Crime, Fantasy, Science Fiction------content: lack of plot, Margot Robbie, Will Smith, Jared Leto, Harley Quinn	actor	nan
13	50	-2-	4	director: Joachim Rønning------actor: Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer, Sam Riley------genre: Fantasy, Family, Adventure------content: epic battle, fantasy, Disney, predictable plot, sequel	actor	nan
23	36	-2-	5	director: Tim Miller------actor: Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer, Stefan Kapičić------genre: Action, Adventure, Comedy------content: dark humor, funny, anti-hero, 4th wall, Marvel	content	nan
23	677	-2-	1	director: Joe Pytka------actor: Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington, Eric Gordon------genre: Animation, Family, Comedy, Science Fiction, Adventure------content: basketball, michael jordan, aliens, talking animals, sports	content	nan
23	42	-2-	3	director: Tom McGrath------actor: Alec Baldwin, Steve Buscemi, Miles Bakshi, Jimmy Kimmel, Lisa Kudrow------genre: Animation, Comedy, Family------content: funny, family, animation, Alec Baldwin, comedy	content	nan
23	43	-2-	4	director: Pierre Coffin, Chris Renaud------actor: Steve Carell, Miranda Cosgrove, Jason Segel, Russell Brand, Julie Andrews------genre: Animation, Family------content: funny, animation, minions, heartwarming, mad scientist	content	nan
23	319	-2-	3	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	content	nan
4	40	-2-	4	director: Josh Cooley------actor: Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key------genre: Adventure, Animation, Comedy, Family, Fantasy------content: Pixar, sequel, touching, friendship, family	genre, content	nan
4	429	-2-	3	director: David Silverman------actor: Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria------genre: Animation, Comedy, Family------content: simpsons, animation, comedy, hilarious, based on a TV show	content	nan
4	433	-2-	4	director: Quentin Tarantino------actor: Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson------genre: Drama, Western------content: Quentin Tarantino, Leonardo DiCaprio, visually appealing, Samuel L. Jackson, great performances	content	nan
4	329	-2-	3	director: Ron Clements, John Musker------actor: Jodi Benson, Samuel E. Wright, Pat Carroll, Christopher Daniel Barnes, Kenneth Mars------genre: Animation, Family, Fantasy------content: Disney, mermaid, animation, talking animals, Oscar (Best Music - Original Song)	genre	nan
4	319	-2-	3	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	genre	nan
14	171	-2-	3	director: Hayao Miyazaki------actor: Rumi Hiiragi, Miyu Irino, Mari Natsuki, Bunta Sugawara, Yumi Tamai------genre: Animation, Family, Fantasy------content: anime, Studio Ghibli, Hayao Miyazaki, fantasy, dreamlike	genre	fantasy, content
14	300	-2-	2	director: Christophe Barratier------actor: Gérard Jugnot, François Berléand, Kad Merad, Jean-Paul Bonnaire, Marie Bunel------genre: Drama------content: heartwarming, music, feel-good, choir, inspiring teacher	content	nan
14	49	-2-	4	director: James Cameron------actor: Sam Worthington, Zoe Saldana, Stephen Lang, Sigourney Weaver, Joel David Moore------genre: Action, Adventure, Fantasy, Science Fiction------content: futuristic, beautiful scenery, visually stunning, aliens, predictable	content	storyline
14	438	-2-	2	director: Sergio Leone------actor: Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli------genre: Western------content: Clint Eastwood, Ennio Morricone, spaghetti western, Sergio Leone, western	content	nan
14	273	-2-	3	director: Martin McDonagh------actor: Woody Harrelson, Frances McDormand, Sam Rockwell, John Hawkes, Abbie Cornish------genre: Crime, Drama------content: black humor, black comedy, Frances McDormand, social commentary, Sam Rockwell	content,genre	nan
5	172	-2-	5	director: John Lasseter------actor: Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn------genre: Animation, Comedy, Family------content: Pixar, animation, Disney, Tom Hanks, funny	Genre	nan
5	686	-2-	5	director: Darrell Rooney------actor: Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Earl Jones------genre: Adventure, Animation, Family------content: sequel, animation, lion	Genre	nan
5	649	-2-	5	director: Byron Howard, Nathan Greno------actor: Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey------genre: Animation, Family------content: animation, fairy tale, visually appealing, Disney, musical	Genre	nan
5	193	-2-	5	director: Lee Unkrich------actor: Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn------genre: Animation, Family, Comedy------content: Pixar, animation, visually appealing, childhood, bittersweet	Genre	nan
5	450	-2-	4	director: Nick Marck------actor: Clancy Brown, Sherman Howard, Brandon Baker, Brian Doyle-Murray, Nancy Cartwright	Actor	nan
6	298	-2-	4	director: Luc Besson------actor: Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel------genre: Crime, Drama, Action------content: Jean Reno, Natalie Portman, assassin, great acting, Gary Oldman	content	nan
6	300	-2-	3	director: Christophe Barratier------actor: Gérard Jugnot, François Berléand, Kad Merad, Jean-Paul Bonnaire, Marie Bunel------genre: Drama------content: heartwarming, music, feel-good, choir, inspiring teacher	content	nan
6	49	-2-	2	director: James Cameron------actor: Sam Worthington, Zoe Saldana, Stephen Lang, Sigourney Weaver, Joel David Moore------genre: Action, Adventure, Fantasy, Science Fiction------content: futuristic, beautiful scenery, visually stunning, aliens, predictable	content	nan
6	438	-2-	4	director: Sergio Leone------actor: Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffrè, Luigi Pistilli------genre: Western------content: Clint Eastwood, Ennio Morricone, spaghetti western, Sergio Leone, western	content	nan
6	121	-2-	4	director: Christopher Nolan------actor: Christian Bale, Hugh Jackman, Michael Caine, Scarlett Johansson, Rebecca Hall------genre: Drama, Mystery, Thriller------content: twist ending, Christian Bale, nonlinear, magic, mystery	content	nan
15	298	-2-	3	director: Luc Besson------actor: Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel------genre: Crime, Drama, Action------content: Jean Reno, Natalie Portman, assassin, great acting, Gary Oldman	genre,actor	nan
15	300	-2-	4	director: Christophe Barratier------actor: Gérard Jugnot, François Berléand, Kad Merad, Jean-Paul Bonnaire, Marie Bunel------genre: Drama------content: heartwarming, music, feel-good, choir, inspiring teacher	genre, content, acting	musical, comedy-drama, family-friendly
15	433	-2-	3	director: Quentin Tarantino------actor: Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson------genre: Drama, Western------content: Quentin Tarantino, Leonardo DiCaprio, visually appealing, Samuel L. Jackson, great performances	nan	nan
15	180	-2-	3	director: Simon Wells, Steve Hickner, Brenda Chapman------actor: Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock, Jeff Goldblum------genre: Adventure, Animation, Drama, Family, Music------content: story, religion, Biblical, animation, Bible	genre,content	animation, mystical topics, fun
15	311	-2-	4	director: Greta Gerwig------actor: Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet------genre: Drama, Comedy------content: coming of age, honest, mother daughter relationship, Saoirse Ronan, realistic	genre,content,actor	good coming of age movie, good acting, drama/humor
19	544	-2-	4	director: Mike Mitchell------actor: Michael Angarano, Danielle Panabaker, Mary Elizabeth Winstead, Kurt Russell, Kelly Preston------genre: Adventure, Comedy, Family------content: superhero, high school, cute, better than expected, super power	content	nan
19	418	-2-	5	director: Bryan Singer------actor: Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden------genre: Adventure, Action, Science Fiction------content: superhero, comic book, action, Marvel, Hugh Jackman	genre	Action,Science Fiction
19	428	-2-	5	director: James Gunn------actor: Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper------genre: Action, Adventure, Comedy, Science Fiction------content: sci-fi, Marvel, space, humorous, Chris Pratt	genre	nan
19	442	-2-	5	director: Roland Emmerich------actor: John Cusack, Amanda Peet, Chiwetel Ejiofor, Woody Harrelson, Thandie Newton------genre: Action, Adventure, Science Fiction------content: bad science, apocalypse, audience intelligence underestimated, bad plot, predictable	genre	nan
19	191	-2-	5	director: Jon Favreau------actor: Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb------genre: Action, Science Fiction, Adventure------content: superhero, Marvel, Robert Downey Jr., sci-fi, technology	genre	Action,Science Fiction
1	425	-2-	5	director: Zack Snyder------actor: Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams------genre: Action, Adventure, Fantasy------content: Batman, Ben Affleck, superhero, poor plot, boring	director	nan
1	175	-2-	2	director: Pete Docter------actor: John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn------genre: Animation, Comedy, Family------content: Pixar, animation, funny, cute, comedy	genre	nan
1	319	-2-	4	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	Director,genre	nan
1	713	-2-	4	director: Tarsem Singh------actor: Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery------genre: Science Fiction, Mystery, Thriller------content: immortality, flashbacks, philosophical, ethics, mind transfer	genre	nan
1	331	-2-	3	director: Gary Dauberman------actor: Mckenna Grace, Madison Iseman, Katie Sarife, Patrick Wilson, Vera Farmiga------genre: Horror, Thriller, Mystery------content: Horror, horror, not scary	genre	nan
9	293	-2-	3	director: Rolf Schübel------actor: Erika Marozsán, Joachim Król, Ben Becker, Stefano Dionisi, András Bálint------genre: Drama, Romance	genre	nan
9	625	-2-	1	director: Nigel Cole------actor: Ashton Kutcher, Amanda Peet, Aimee Garcia, Taryn Manning, Ali Larter------genre: Comedy, Drama, Romance------content: romance, Amanda Peet, Ashton Kutcher, happy ending, love	content	storyline
9	437	-2-	1	director: Karan Johar------actor: Shah Rukh Khan, Kajol, Jimmy Shergill, Zarina Wahab, Adarsh Gourav------genre: Drama, Romance------content: bollywood, touching	content	bollywood movie
9	312	-2-	3	director: Giuseppe Tornatore------actor: Tim Roth, Pruitt Taylor Vince, Mélanie Thierry, Bill Nunn, Gabriele Lavia------genre: Drama, Music, Romance------content: great soundtrack, music, Ennio Morricone, ocean, genius	content	nan
9	185	-2-	3	director: Sidney Lumet------actor: Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman------genre: Drama------content: good dialogue, thought-provoking, social commentary, group psychology, classic	content	nan
11	543	-2-	1	director: Stephen Norrington------actor: Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue------genre: Horror, Action------content: vampires, action, vampire, Marvel, Wesley Snipes	genre	I hate horror movies
11	34	-2-	3	director: Sam Liu------actor: Christian Slater, Tara Strong, Billy Brown, Liam McIntyre, Vanessa Williams------genre: Action, Animation, Science Fiction	content	I don't like too much animated movies
11	691	-2-	4	director: Brett Ratner------actor: Jackie Chan, Chris Tucker, John Lone, Zhang Ziyi, Roselyn Sánchez------genre: Action, Comedy, Crime------content: Jackie Chan, martial arts, Chris Tucker, action, Hong Kong	content	I watched Rush Hour 3.
11	95	-2-	2	director: Tim Burton------actor: Freddie Highmore, Johnny Depp, David Kelly, Helena Bonham Carter, Noah Taylor------genre: Adventure, Comedy, Family, Fantasy------content: Johnny Depp, Tim Burton, fantasy, quirky, remake	genre	I dont like too much animated movies
11	321	-2-	4	director: Jean-Pierre Jeunet------actor: Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin------genre: Comedy, Romance------content: beautifully filmed, quirky, feel-good, surreal, whimsical	content	This  movie seems to be a Harry Potter like series,even though less sophisticated.
7	286	-2-	5	director: Peter Weir------actor: Robin Williams, Ethan Hawke, Robert Sean Leonard, Gale Hansen, Josh Charles------genre: Drama------content: philosophy, inspirational, Robin Williams, bittersweet, coming of age	content	nan
7	172	-2-	5	director: John Lasseter------actor: Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn------genre: Animation, Comedy, Family------content: Pixar, animation, Disney, Tom Hanks, funny	content	nan
7	72	-2-	5	director: Frank Darabont------actor: Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell------genre: Fantasy, Drama, Crime------content: Tom Hanks, Stephen King, emotional, great acting, heartwarming	genre	nan
7	184	-2-	5	director: Spike Jonze------actor: Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde------genre: Romance, Science Fiction, Drama------content: artificial intelligence, thought-provoking, philosophical, psychology, bittersweet	genre	nan
7	569	-2-	4	director: Richard Schenkman------actor: David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford, Annika Peterson------genre: Science Fiction, Drama------content: thought-provoking, philosophical, intellectual, Excellent use of dialogue, dialogue driven	content	nan
3	189	-2-	3	director: Martin Scorsese------actor: Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Cybill Shepherd------genre: Crime, Drama------content: dark, Robert De Niro, loneliness, cult film, Martin Scorsese	genre	nan
3	190	-2-	3	director: Joel Coen, Ethan Coen------actor: Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald------genre: Crime, Drama, Thriller------content: great acting, Coen Brothers, dark, suspense, thriller	genre	nan
3	319	-2-	1	director: David Yates------actor: Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell------genre: Adventure, Family, Fantasy------content: magic, Magical creatures, fantasy, Eddie Redmayne, wizard	genre	nan
